instrument,avg_score,pos_ratio,real_label,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
SH601633,-0.014910776195486936,0.375,,SH601633,长城汽车,2026-03-09,-0.00398012,0.009950264,-0.40000144,0.0,0.0,0.0059701446,0.5999986,0.0019900247,0.19999716,1.003996,1.003996,0.994006,0.99885935,1.0200025,1.0324569,1.0334634,1.0869292,1.0904516,1.0007548,1.0185181,1.0291609,1.041565,1.074783,0.0073219542,0.02142608,0.019924661,0.026676903,0.03993997,0.00026418618,-0.006384641,-0.0022421128,-0.0025605948,-0.0019840742,0.0032546641,0.8139524,0.4432013,0.7140236,0.7526624,-0.0012831778,0.010212838,-0.007860822,-0.004436343,-0.016252784,1.0288993,1.0599146,1.0629826,1.0998756,1.1633538,0.9854481,0.9854481,0.9854481,0.9854481,0.9854481,1.0076236,1.0406843,1.047528,1.0580702,1.1102277,0.9957731,0.99939615,1.0082275,1.0208076,1.038596,0.6,0.3,0.15,0.1,0.05,0.3349017,0.19541532,0.18768279,0.12717125,0.08179548,0.2,0.2,0.2,0.033333335,0.28333333,0.4,0.7,0.85,0.9,0.95,-0.2,-0.5,-0.65,-0.8666667,-0.6666667,-0.2816055,0.016245266,-0.19925824,0.077105805,0.13116509,-0.6181205,-0.037552834,0.14374614,0.233472,0.45205528,0.4,0.3,0.4,0.36666667,0.4,0.6,0.7,0.6,0.6333333,0.6,-0.2,-0.4,-0.2,-0.26666668,-0.2,0.3180778,0.34457833,0.4116866,0.35403463,0.41894025,0.6819222,0.6554217,0.5883134,0.64596534,0.58105975,-0.36384442,-0.31084335,-0.1766268,-0.2919307,-0.16211951,1.2518096,1.3656149,1.2237892,1.3179455,1.3563292,0.4395137,0.4433853,0.42580402,0.41459996,0.56151426,0.64079577,0.6735926,0.7821962,0.6850335,1.3031933,0.15271029,0.53024894,0.45915365,0.49327663,0.5056009,0.8472897,0.46975103,0.54084635,0.50672334,0.49439904,-0.6945794,0.06049791,-0.08169271,-0.013446741,0.0112018995
SH601377,-0.015281604959516481,0.0,,SH601377,兴业证券,2026-03-09,-0.0046153557,0.012307712,-0.37499705,0.0061539044,0.50000393,0.0015384519,0.12499902,-0.009230808,-0.75000197,1.0046368,1.0108192,0.9984544,1.0029091,1.0258526,1.0583059,1.0632564,1.0632564,1.0500549,1.0048405,1.0249724,1.0444169,1.0525303,1.0895214,0.010704189,0.024013052,0.027764881,0.02630278,0.048388593,0.0017051717,-0.006854019,-0.0033917306,-0.0020207034,-0.0020489285,0.06344081,0.74680525,0.52229893,0.45740783,0.5468491,-0.0082508065,0.005870611,-0.012195486,-0.023230042,-0.029078053,1.0323223,1.077085,1.0909146,1.1358907,1.2237883,0.98446715,0.98446715,0.98446715,0.98446715,0.98446715,1.010121,1.0451045,1.0666666,1.0709571,1.1271727,0.9981298,1.0048405,1.0173817,1.0372938,1.0535754,0.4,0.2,0.1,0.06666667,0.033333335,0.32458067,0.16770872,0.14592026,0.10257872,0.064903736,0.2,0.2,0.3,0.2,0.28333333,0.4,0.7,0.85,0.9,0.95,-0.2,-0.5,-0.55,-0.7,-0.6666667,-0.048236918,0.54223,-0.0148083065,0.3494917,0.6544321,0.16552317,-0.029852489,-0.079533055,0.32090876,0.6110751,0.4,0.3,0.35,0.4,0.41666666,0.6,0.6,0.55,0.5,0.53333336,-0.2,-0.3,-0.2,-0.1,-0.11666667,0.34640542,0.2568806,0.35218495,0.40464333,0.47493112,0.6535946,0.74311936,0.64781505,0.5953567,0.5250689,-0.3071892,-0.48623875,-0.29563013,-0.19071336,-0.05013773,1.153056,1.3672634,1.3205922,1.5651993,2.392334,0.20803697,0.4248914,0.36954147,0.7464334,1.7004374,0.2834186,0.57295096,0.6538568,1.362931,2.1826608,0.24965128,0.44857082,0.4629027,0.47803676,0.4985563,0.75034875,0.55142915,0.5370973,0.52196324,0.50144374,-0.50069743,-0.102858335,-0.07419459,-0.043926485,-0.0028874492
SH601698,-0.01630498597508176,0.375,,SH601698,中国卫通,2026-03-09,0.046575323,0.058630206,0.7943913,0.00493152,0.08411228,0.007123363,0.121496476,0.048767164,0.8317754,0.9554974,1.0047121,0.94869107,0.97760814,1.0378435,0.9258683,0.99481595,1.051322,0.5425091,0.9712286,0.9745982,0.975972,0.98595124,0.90733105,0.020976137,0.028746603,0.03574017,0.04141728,0.20343381,0.012882327,0.0031512643,-0.00139735,-0.0017784861,0.00702968,0.9429258,0.11015597,0.05350141,0.14290239,0.36418718,0.0030067498,0.011221092,0.03730284,0.0398368,-0.11470662,1.0380062,1.069777,1.070626,1.1124986,1.4103162,0.9168803,0.9168803,0.9168803,0.9168803,0.5368055,0.98113006,0.9815448,1.0015033,1.0143079,1.0326594,0.95790565,0.95790565,0.94224983,0.95355105,0.64276826,1.0,0.9,0.8,0.7,0.68333334,0.6862255,0.54363286,0.5406311,0.4249075,0.53026766,0.2,0.5,0.1,0.16666667,0.43333334,0.4,0.7,0.85,0.9,0.016666668,-0.2,-0.2,-0.75,-0.73333335,0.41666666,-0.43842393,0.60599124,0.84672225,0.776517,0.16321336,0.4104802,0.6515477,0.7111001,0.60994923,0.35925332,0.8,0.9,0.6,0.56666666,0.65,0.2,0.1,0.4,0.43333334,0.35,0.6,0.8,0.2,0.13333334,0.3,0.3754267,0.6404715,0.5053192,0.47275728,0.59578854,0.6245733,0.35952845,0.49468082,0.5272427,0.40421143,-0.24914658,0.28094307,0.010638342,-0.054485437,0.19157712,0.9508727,1.0441278,1.052433,1.2977672,1.9339064,0.2780115,0.41974816,0.45421743,0.5834739,1.0544066,1.4554977,1.3782921,1.2670029,1.3358566,1.1564858,0.16879179,0.56925285,0.463248,0.4362866,0.50885296,0.8312082,0.43074718,0.536752,0.56371343,0.49114707,-0.66241646,0.13850565,-0.07350399,-0.12742682,0.017705886
SZ000983,-0.016648691437630786,0.625,,SZ000983,山西焦煤,2026-03-09,-0.023872642,0.039787736,-0.6,0.009283796,0.23333308,0.0066312994,0.16666691,-0.026525138,-0.66666615,1.0244565,1.0339674,0.9932065,1.018832,1.0053415,0.9482895,0.993181,0.9129446,0.91703606,0.9999545,0.9926128,0.97013295,0.96299577,0.9330795,0.01954447,0.01819501,0.03198302,0.031366196,0.042614114,-0.008557787,0.0021765574,0.003960978,0.0023771035,0.002023355,0.47930855,0.13117379,0.53682643,0.44511703,0.687602,0.01716105,-0.0024072875,-0.007762234,0.0025362289,0.007231531,1.0461836,1.0461836,1.0461836,1.0461836,1.0461836,0.956442,0.95370954,0.89673865,0.89673865,0.8573079,1.0129787,1.0061598,1.0,0.9939993,0.97408795,0.98363453,0.977361,0.947744,0.9372201,0.8882373,0.6,0.7,0.825,0.8833333,0.94166666,0.48537114,0.5005776,0.69096565,0.69096565,0.75548136,0.2,0.6,0.8,0.8666667,0.93333334,0.8,0.1,0.1,0.4,0.16666667,-0.6,0.5,0.7,0.46666667,0.76666665,0.89948857,0.89646775,0.4863404,0.650974,0.8570956,0.8924759,0.7538903,0.6529051,0.69496465,0.6681474,0.4,0.6,0.5,0.6,0.48333332,0.6,0.4,0.5,0.4,0.51666665,-0.2,0.2,0.0,0.2,-0.033333335,0.47116578,0.6585366,0.5078658,0.5731474,0.54486233,0.5288342,0.34146336,0.4921342,0.42685258,0.45513767,-0.057668455,0.3170733,0.015731566,0.14629483,0.089724645,0.79572266,0.63289016,0.590972,0.5547985,0.40163243,0.3294224,0.31365046,0.27408618,0.27745017,0.28485066,0.58836234,0.7577798,1.545376,1.5715659,1.9332548,0.5450509,0.62278503,0.50984484,0.5609752,0.54814965,0.45494908,0.37721494,0.49015513,0.4390248,0.45185035,0.09010184,0.2455701,0.019689728,0.1219504,0.09629931
SH688111,-0.0169665945068957,0.375,,SH688111,金山办公,2026-03-09,-0.002554925,0.032220278,-0.07929556,0.0098292995,0.30506563,0.019836053,0.6156388,0.007451829,0.23127761,1.0025615,1.012416,0.98011315,0.9952333,1.0430409,1.0931618,1.1983106,1.2568434,1.0796677,1.0076618,1.0320424,1.0725071,1.1232016,1.1288797,0.013393991,0.028714782,0.049152017,0.0842527,0.08472013,-0.003554033,-0.007632311,-0.007654776,-0.008947151,-0.00045841635,0.17602038,0.64760846,0.8488879,0.8739841,0.0089299055,-0.0005537884,0.0023030571,0.00021328733,0.006532035,-0.1153564,1.0724688,1.0956954,1.202056,1.2936255,1.4763888,0.98011315,0.98011315,0.98011315,0.98011315,0.98011315,1.019053,1.0554415,1.1143037,1.2217237,1.2159755,0.99882936,1.0006729,1.0242684,1.0448074,1.0714802,0.4,0.2,0.1,0.06666667,0.033333335,0.21532916,0.17205812,0.08960353,0.06343248,0.04007221,0.2,0.1,0.05,0.3,0.45,1.0,1.0,1.0,1.0,1.0,-0.8,-0.9,-0.95,-0.7,-0.55,0.47822887,0.27934003,0.0692844,0.46273574,0.6794608,-0.1033364,-0.57166827,-0.28082028,-0.08697597,0.34261844,0.2,0.4,0.4,0.4,0.41666666,0.8,0.6,0.6,0.6,0.56666666,-0.6,-0.2,-0.2,-0.2,-0.15,0.25921562,0.25712737,0.2613867,0.30558214,0.4685433,0.74078435,0.7428726,0.7386133,0.69441783,0.5314567,-0.48156872,-0.48574525,-0.4772266,-0.3888357,-0.06291341,0.9884424,1.0633873,1.04342,1.1299351,1.0800518,0.23779334,0.24904369,0.2272285,0.2540186,0.53502375,0.4081857,0.9104853,0.82191175,0.7283715,1.6338849,0.40126696,0.5344584,0.4647423,0.46205375,0.5107614,0.59873307,0.4655416,0.5352577,0.5379463,0.48923862,-0.19746609,0.06891678,-0.07051537,-0.07589251,0.021522768
SZ301269,-0.017714101216652418,0.25,,SZ301269,华大九天,2026-03-09,0.017659592,0.04106375,0.43005309,0.0044680163,0.10880683,0.01893614,0.4611401,0.032127716,0.78238636,0.9826469,1.0043905,0.9640393,0.981702,1.036127,1.1042165,1.0777719,1.2293596,1.0827694,0.990734,1.0245705,1.0338001,1.078289,1.1061895,0.009522174,0.03744236,0.032808986,0.074685305,0.06767241,0.005465907,-0.010629567,-0.0019049449,-0.007033762,-0.0017034776,0.82374406,0.7387817,0.11799057,0.6873956,0.19326329,-0.0016657714,0.023262538,-0.015703104,0.02370049,-0.05593686,1.0483712,1.103928,1.1164472,1.2630281,1.2630281,0.9640393,0.9640393,0.9640393,0.9640393,0.9640393,0.99925035,1.0611557,1.0611557,1.1628735,1.1729723,0.9819677,0.9908797,0.9998126,1.0227381,1.0408745,1.0,0.5,0.25,0.16666667,0.083333336,0.42641875,0.25706652,0.23595022,0.12027434,0.12027434,0.2,0.1,0.5,0.1,0.55,1.0,1.0,1.0,1.0,1.0,-0.8,-0.9,-0.5,-0.9,-0.45,-0.42751303,0.24305238,0.3977704,0.73580796,0.6251376,-0.3895793,-0.27317157,-0.083458796,0.14305367,0.40886703,0.6,0.3,0.5,0.4,0.51666665,0.4,0.7,0.5,0.6,0.48333332,0.2,-0.4,0.0,-0.2,0.033333335,0.26897514,0.14377266,0.38101315,0.29575384,0.45912597,0.73102486,0.85622734,0.61898685,0.70424616,0.540874,-0.46204972,-0.7124547,-0.2379737,-0.40849233,-0.081748046,0.8823234,0.9318015,1.0201246,1.2596508,1.2236203,0.34930676,0.27003583,0.325623,0.5018076,0.5673992,1.7089436,1.4320287,1.2279598,1.0615122,1.0797522,0.52679116,0.38230878,0.4708977,0.4527422,0.50607336,0.47320887,0.6176912,0.52910227,0.5472578,0.49392664,0.05358226,-0.23538242,-0.058204565,-0.09451561,0.012146735
SZ000999,-0.017816989063414643,0.375,,SZ000999,华润三九,2026-03-09,0.008045543,0.023131043,0.3478245,0.014079805,0.6086974,0.0010056929,0.043478064,-0.005028569,-0.21739484,0.9920187,1.0139674,0.991021,1.0060039,0.97005385,0.9554646,0.93481785,0.9514547,0.95213723,0.9918437,0.97610277,0.96554905,0.95758617,0.9531724,0.009029627,0.018094674,0.021041388,0.02098891,0.016902449,0.005008104,0.005714166,0.0028134051,0.0018374554,0.0005669273,0.7690367,0.9141462,0.6257254,0.5939577,0.34312737,-0.001859931,-0.0018165037,0.0077235936,0.015770756,0.030103229,1.0139674,1.0139674,1.0139674,1.0139674,1.0139674,0.9661371,0.9504364,0.9251702,0.91952026,0.91952026,1.0005972,0.9898985,0.98554736,0.97744226,0.96107846,0.9854279,0.9595598,0.95218843,0.9397834,0.93937385,0.8,0.9,0.95,0.96666664,0.98333335,0.70797944,0.78014785,0.8427043,0.8521138,0.8521138,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.1,0.3,0.65,0.8,0.6,0.9,0.7,0.35,-0.08392449,0.72338873,0.4153279,0.46886328,0.51831156,0.56576306,0.5409892,0.6332077,0.5735145,0.53364486,0.6,0.7,0.5,0.46666667,0.48333332,0.4,0.3,0.5,0.5,0.5,0.2,0.4,0.0,-0.033333335,-0.016666668,0.8891342,0.8461536,0.6803588,0.6000701,0.56091195,0.110865764,0.1538464,0.31964114,0.39992985,0.43908805,0.77826846,0.6923072,0.3607177,0.20014028,0.121823885,0.924898,0.7543712,0.8639209,0.7553994,0.59678143,0.25578707,0.26612538,0.50482947,0.45040494,0.36689672,0.94770956,1.0361706,2.107425,2.2456017,2.6121573,0.55282855,0.62318176,0.5154779,0.5326687,0.52135336,0.44717145,0.37681827,0.4845221,0.46733126,0.47864664,0.10565709,0.24636346,0.030955808,0.06533745,0.042706706
SH688396,-0.017943418955212,0.25,,SH688396,华润微,2026-03-09,-0.008403349,0.032612994,-0.25766873,0.0,0.0,0.024209647,0.74233127,0.015806297,0.48466253,1.0084746,1.0084746,0.97558516,0.99159515,1.1171315,1.2059761,1.2866534,1.3760957,1.075498,1.030757,1.101514,1.1548705,1.2090173,1.1694688,0.020132646,0.07977513,0.079049855,0.10291458,0.093363024,-0.011414349,-0.025123747,-0.010968608,-0.010362289,0.0011981974,0.8036012,0.9091702,0.6738587,0.7857045,0.050235037,-0.007928294,0.011542897,-0.050668776,-0.058764108,-0.20481564,1.1251824,1.2258248,1.287246,1.4306246,1.4306246,0.97558516,0.97558516,0.97558516,0.97558516,0.97558516,1.037769,1.1878486,1.2068925,1.2922709,1.23749,1.0256574,1.0320717,1.0518725,1.1451794,1.0931873,0.2,0.1,0.05,0.033333335,0.016666668,0.16320366,0.0975657,0.078337766,0.053654276,0.053654276,0.2,0.1,0.05,0.26666668,0.6333333,1.0,1.0,1.0,1.0,1.0,-0.8,-0.9,-0.95,-0.73333335,-0.36666667,-0.16550724,-0.057795797,-0.19996037,0.53763694,0.5340223,-0.006453634,-0.013953,0.43569407,0.48529863,0.6898383,0.0,0.1,0.25,0.3,0.33333334,0.8,0.8,0.7,0.6666667,0.65,-0.8,-0.7,-0.45,-0.36666667,-0.31666666,0.0,0.08837574,0.27854723,0.3066366,0.4804498,1.0,0.91162425,0.7214528,0.69336337,0.5195502,-1.0,-0.8232485,-0.44290555,-0.38672677,-0.039100382,0.8203166,0.84840417,0.7781863,1.0014732,1.0355563,0.15353434,0.17950208,0.18981576,0.4044046,0.5037165,1.1210122,0.9142946,0.8644643,0.9381077,1.6603885,0.49056455,0.57013184,0.5168819,0.37402794,0.48234603,0.5094354,0.42986816,0.4831181,0.6259721,0.51765394,-0.018870877,0.14026369,0.0337638,-0.25194412,-0.03530792
SH601607,-0.018427643177526116,0.0,,SH601607,上海医药,2026-03-09,0.0064478335,0.012895667,0.5,0.0029308433,0.2272735,0.00351699,0.2727265,0.00703398,0.545453,0.99359345,1.002912,0.990099,0.9975547,1.0046678,0.9994231,1.0075524,1.0110662,1.037237,0.99651754,1.0001836,1.0019274,1.0059667,1.0208195,0.005297857,0.0054084463,0.0049170814,0.0076850257,0.016907487,0.00034615217,-0.001090574,-0.0003679568,-0.0006466167,-0.0008386971,0.010672685,0.3727148,0.19599584,0.54866195,0.75050217,0.0027901572,0.0047240206,0.0015681679,0.0034092567,0.003921997,1.0093492,1.0098875,1.0122336,1.0297176,1.0558941,0.9865931,0.9865931,0.9865931,0.9865931,0.9865931,1.0004721,1.0032831,1.005937,1.0119997,1.0373629,0.9915141,0.9969896,0.9991923,1.0,1.0043216,0.8,0.4,0.325,0.21666667,0.108333334,0.5891552,0.5755426,0.5228796,0.31088838,0.19345888,0.2,0.2,0.25,0.23333333,0.45,0.4,0.7,0.85,0.9,0.95,-0.2,-0.5,-0.6,-0.6666667,-0.5,0.20660695,0.07816671,-0.2190553,0.5524025,0.12140097,0.05474928,0.2611963,0.041985884,0.10975791,0.16666028,0.6,0.6,0.5,0.46666667,0.45,0.4,0.4,0.5,0.53333336,0.51666665,0.2,0.2,0.0,-0.06666667,-0.06666667,0.40471113,0.5071711,0.44979075,0.45851374,0.4335456,0.5952889,0.4928289,0.5502092,0.54148626,0.5664544,-0.19057776,0.014342184,-0.10041851,-0.08297251,-0.13290882,1.0479273,0.98027706,0.9117485,1.2004018,1.2546496,0.41768086,0.3280364,0.33161867,0.5461976,0.74917716,1.1950995,1.119494,1.2373592,1.0706005,2.1854813,0.41016632,0.5681518,0.4382171,0.41544694,0.49523956,0.5898337,0.43184823,0.5617829,0.58455306,0.50476044,-0.17966735,0.13630351,-0.12356581,-0.16910613,-0.009520887
SH688303,-0.019254920468114545,0.375,,SH688303,大全能源,2026-03-09,0.028584035,0.046613898,0.6132084,0.010554026,0.22641373,0.0074758376,0.16037787,0.025505846,0.54717255,0.9722103,1.0102607,0.9649422,0.9891663,1.0289351,1.0050154,1.0366513,1.0883487,1.1867284,0.99151236,1.0082562,1.0217013,1.0403935,1.1033307,0.014568846,0.021436797,0.028650422,0.04022989,0.073891915,-0.002314811,-0.0052375584,-0.003158648,-0.0034176346,-0.003823657,0.0631133,0.5472042,0.4254108,0.5593135,0.8167024,0.013117294,0.015312865,0.008305795,0.009162209,0.00946715,1.0477428,1.0540203,1.1060438,1.1491282,1.2525544,0.9615635,0.9615635,0.9615635,0.9615635,0.9615635,1.0026234,1.0230709,1.0343364,1.0778549,1.1759259,0.98055553,0.983179,1.0040123,1.0126543,1.0242283,0.8,0.4,0.2,0.13333334,0.06666667,0.44600585,0.4157238,0.26603264,0.20492369,0.1320882,0.2,0.2,0.15,0.16666667,0.06666667,0.8,0.9,0.95,0.96666664,0.98333335,-0.6,-0.7,-0.8,-0.8,-0.9166667,0.77018034,0.31896034,0.46802223,0.6674552,-0.0004758586,0.5787623,0.67074865,0.38932547,0.5163017,0.41010997,0.4,0.6,0.55,0.46666667,0.5,0.6,0.4,0.45,0.53333336,0.5,-0.2,0.2,0.1,-0.06666667,0.0,0.29050308,0.48209384,0.45739916,0.43719146,0.43202248,0.7094969,0.5179061,0.54260087,0.5628085,0.5679775,-0.4189938,-0.0358123,-0.0852017,-0.12561709,-0.13595502,0.78868914,0.7527062,0.8697983,1.0069672,0.93922305,0.22816464,0.19782428,0.40446323,0.4650466,0.4402079,0.88071144,0.8481223,1.5375689,1.533613,1.5178555,0.5521235,0.5895627,0.47623557,0.49314663,0.51581234,0.44787654,0.41043726,0.52376443,0.50685334,0.48418766,0.104246914,0.17912549,-0.04752884,-0.013706726,0.031624705
SH603993,-0.020384069561230043,0.375,,SH603993,洛阳钼业,2026-03-09,0.006635122,0.057819936,0.11475492,0.012322252,0.21311423,0.038862564,0.6721308,0.03317543,0.57377154,0.9934086,1.012241,0.9548022,0.980959,1.1675398,1.0347604,1.1454313,1.1415974,0.8295207,1.057968,1.0851245,1.0754185,1.0974184,1.0142002,0.040969815,0.04666364,0.038983464,0.061158303,0.11884638,-0.02564855,-0.008814791,0.00031180092,-0.0021908896,0.0052266875,0.97980034,0.32709828,0.0022390406,0.09945619,0.5899036,-0.006670891,-0.04545798,-0.078380585,-0.06565057,-0.16838744,1.1562773,1.1713061,1.1713061,1.3549787,1.3549787,0.9548022,0.9548022,0.9548022,0.9548022,0.80501556,1.0869265,1.1102363,1.1043067,1.1326517,1.0987092,1.0293418,1.0596805,1.0393354,1.0531118,0.8759105,0.2,0.1,0.05,0.033333335,0.36666667,0.22433439,0.208762,0.208762,0.11294463,0.3545409,0.2,0.5,0.75,0.3,0.65,1.0,1.0,1.0,1.0,0.13333334,-0.8,-0.5,-0.25,-0.7,0.51666665,-0.108027935,0.52596843,0.17802659,0.62071735,0.6184866,0.034446057,0.35435903,-0.10538408,0.20087148,0.1977552,0.0,0.4,0.45,0.46666667,0.6,1.0,0.6,0.55,0.53333336,0.4,-1.0,-0.2,-0.1,-0.06666667,0.2,0.0,0.44887215,0.39817467,0.43844447,0.54841053,1.0,0.55112785,0.60182536,0.56155556,0.45158947,-1.0,-0.10225568,-0.20365068,-0.12311109,0.09682107,0.79393077,0.858861,0.85626704,0.9530261,0.8283376,0.19285615,0.23610435,0.27575552,0.35457265,0.29764143,0.6983986,0.5464196,1.0014544,1.1445894,1.2431585,0.3370743,0.5391692,0.447785,0.50221723,0.51287806,0.66292566,0.4608308,0.55221504,0.49778277,0.4871219,-0.32585138,0.07833839,-0.10443004,0.004434448,0.025756173
SZ302132,-0.020614648472495,0.5,,SZ302132,中航成飞,2026-03-09,-0.024110658,0.031884115,-0.75619656,0.006719381,0.21074386,0.0010540748,0.033059563,-0.029775964,-0.93388087,1.0247064,1.0315918,0.9989199,1.0061196,1.1193631,1.072766,1.0474044,1.0943828,1.0467092,1.0382644,1.0641754,1.0548728,1.0632888,1.0650241,0.025396548,0.034308046,0.027080266,0.027394453,0.037149675,-0.0146227125,-0.009133102,0.0005433194,-0.0011514679,0.00024981526,0.82879376,0.6496151,0.0140887555,0.13692418,0.013792015,-0.009018938,-0.023076367,-0.060034253,-0.04659255,-0.072393626,1.1070709,1.1234134,1.1234134,1.1340601,1.2087274,0.9989199,0.9989199,0.9989199,0.9989199,0.97476524,1.0579796,1.0853593,1.0751565,1.0836595,1.0894136,1.0252763,1.0366722,1.0346586,1.0389102,1.0346586,0.2,0.1,0.05,0.033333335,0.033333335,0.009987117,0.008676091,0.008676091,0.007992561,0.10785819,0.2,0.5,0.75,0.033333335,0.41666666,1.0,1.0,1.0,1.0,0.15,-0.8,-0.5,-0.25,-0.96666664,0.26666668,0.45473757,0.48359314,0.59600556,0.64449286,0.75877,-0.19047292,0.54060835,0.6337551,0.6105123,0.63084424,0.2,0.3,0.4,0.4,0.45,0.8,0.7,0.6,0.6,0.55,-0.6,-0.4,-0.2,-0.2,-0.1,0.0699626,0.3393085,0.4375,0.414392,0.47916794,0.9300374,0.6606915,0.5625,0.585608,0.52083206,-0.8600748,-0.321383,-0.12500003,-0.171216,-0.041664153,1.1580074,1.2660894,1.0328627,1.0879995,1.2277143,0.3577472,0.65110743,0.56248057,0.48557025,0.65626043,1.0658544,1.2234336,1.3562205,1.2219603,1.2820917,0.13386115,0.43744397,0.5049028,0.46204987,0.49932525,0.8661389,0.562556,0.49509725,0.5379501,0.5006747,-0.7322777,-0.12511204,0.009805529,-0.07590025,-0.0013495049
SZ002648,-0.021280634055653412,0.375,,SZ002648,卫星化学,2026-03-09,-0.05460749,0.06928331,-0.78817666,0.01023892,0.14778337,0.0044369013,0.064039975,-0.06040951,-0.87192005,1.0577617,1.0685921,0.9953068,1.0358739,0.89170855,0.80290186,0.87942296,0.675098,0.60107845,0.91357815,0.8820941,0.84722185,0.83221596,0.7306441,0.067528784,0.058072664,0.05421126,0.059510887,0.112901315,0.039889373,0.015728401,0.007375556,0.004900195,0.00611707,0.8723215,0.6724145,0.6478562,0.5254551,0.8953416,0.006643129,0.04712809,0.08271039,0.09673122,0.088902324,1.0685921,1.0685921,1.0685921,1.0685921,1.0685921,0.8368268,0.80648625,0.78014684,0.66679275,0.58484817,0.9771854,0.90766317,0.86397976,0.8742919,0.8352948,0.8582039,0.84252155,0.8116185,0.8013119,0.61119604,1.0,1.0,1.0,1.0,1.0,0.7040451,0.73830396,0.7622008,0.82928777,0.85820585,1.0,1.0,1.0,1.0,1.0,0.6,0.1,0.25,0.033333335,0.15,0.4,0.9,0.75,0.96666664,0.85,0.87937593,0.86066157,0.6301805,0.32028887,0.7122423,0.5421717,0.6280862,0.28663114,0.41454762,0.41796696,0.6,0.7,0.6,0.6666667,0.6,0.4,0.3,0.4,0.33333334,0.36666667,0.2,0.4,0.2,0.33333334,0.23333333,0.79524124,0.83866674,0.62101096,0.7186577,0.707016,0.20475876,0.16133328,0.37898904,0.28134233,0.292984,0.5904825,0.6773334,0.2420219,0.43731534,0.414032,0.53790474,0.4358094,0.3816863,0.4249927,0.32690695,0.26802975,0.2226468,0.19324458,0.17928362,0.17473507,0.854442,0.99255955,1.3139364,1.2077836,1.57132,0.8030473,0.76057464,0.59456164,0.5985224,0.56335264,0.19695269,0.23942538,0.4054384,0.4014776,0.4366474,0.60609466,0.5211493,0.18912324,0.19704479,0.12670524
