instrument,avg_score,pos_ratio,real_label,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
SZ000333,0.0642658195726912,1.0,,2026-05-22,-0.017019708,0.025835682,-0.6587675,0.004040651,0.15639809,0.004775323,0.1848344,-0.016285036,-0.63033116,1.0173144,1.021425,0.995142,1.0025828,1.0285336,1.0015017,0.99028265,0.948189,0.98467314,1.0142226,1.0122439,1.0055102,0.9921761,0.97187686,0.011611292,0.011830884,0.01213397,0.023497371,0.030172288,-0.0057288,0.0007388392,0.001284008,0.0023394858,0.0011258321,0.6085639,0.03575007,0.39192024,0.76825243,0.4246495,-0.002765022,-0.015568593,-0.017708233,-0.026098631,-0.0050888904,1.0393562,1.0393562,1.0393562,1.0393562,1.0393562,0.995142,0.9912812,0.9806824,0.9404544,0.89399016,1.0185071,1.020954,1.0151944,1.0107288,1.0012897,1.0071731,1.0009894,0.9945362,0.96933746,0.94977033,0.2,0.2,0.35,0.56666666,0.78333336,0.1098741,0.18135807,0.32923692,0.6020673,0.72926104,0.2,0.6,0.8,0.8666667,0.93333334,1.0,0.1,0.1,0.16666667,0.41666666,-0.8,0.5,0.7,0.7,0.51666665,0.71540004,0.3533913,0.624225,0.7179739,0.32543808,-0.040373527,0.39704987,0.33159846,0.41709465,0.04880589,0.4,0.6,0.5,0.53333336,0.5,0.4,0.3,0.45,0.43333334,0.48333332,0.0,0.3,0.05,0.1,0.016666668,0.1992566,0.49155515,0.5321356,0.6183175,0.51473457,0.8007434,0.50844485,0.46786436,0.3816825,0.48526543,-0.6014868,-0.016889695,0.06427125,0.23663501,0.029469159,1.0562813,1.1537925,1.0584068,0.9753854,0.91343397,0.09925419,0.15665758,0.19545788,0.21185581,0.29370162,0.99055547,0.81229585,0.80213016,0.7925938,1.8211389,0.07446363,0.5275779,0.537181,0.5479106,0.5071877,0.9255364,0.47242215,0.462819,0.45208943,0.49281228,-0.8510727,0.055155713,0.074362,0.09582114,0.014375438
SH601006,0.061007534496424036,0.875,,2026-05-22,0.0,0.011070146,0.0,0.0036900488,0.33333334,0.0073800976,0.6666667,0.0036900488,0.33333334,1.0,1.00369,0.99261993,0.9997035,1.0,0.98115844,0.97208655,0.9539428,0.9295185,1.0060014,1.0004885,0.9892184,0.9812747,0.97491276,0.008849058,0.0090870755,0.014767775,0.016908824,0.0184927,-0.0023028664,0.0014168199,0.001921937,0.0016858313,0.00069211697,0.1693103,0.22283964,0.5928109,0.7703767,0.42722648,-0.0013956777,-0.0068641873,-0.0074768355,-0.0057192766,0.0046697743,1.0236771,1.0236771,1.0236771,1.0236771,1.0236771,0.99217474,0.97756803,0.96470827,0.9535436,0.9297672,1.0136776,1.0036287,1.0,0.9983252,0.99274254,0.9995813,0.99511516,0.97208655,0.96817863,0.95952547,0.4,0.6,0.8,0.8666667,0.93333334,0.24840166,0.48649758,0.5984806,0.662399,0.7478739,0.4,0.7,0.85,0.9,0.95,0.2,0.1,0.35,0.13333334,0.016666668,0.2,0.6,0.5,0.76666665,0.93333334,0.72634053,0.4171636,0.42919785,0.6141444,0.24044879,0.58765185,0.7056424,0.3805261,0.49225694,0.40233997,0.6,0.6,0.55,0.56666666,0.55,0.4,0.4,0.35,0.36666667,0.38333333,0.2,0.2,0.2,0.2,0.16666667,0.5,0.60975605,0.58474576,0.6018518,0.5782946,0.5,0.39024395,0.41525427,0.39814815,0.42170545,0.0,0.21951209,0.16949148,0.20370369,0.1565891,1.2841197,1.335672,1.2631791,1.1166805,1.4366992,0.38576752,0.34865934,0.44099483,0.44506013,0.6787295,1.0981702,0.77220803,1.2150537,1.2657856,1.2407974,0.43021846,0.46853375,0.5149453,0.5068084,0.5004358,0.56978154,0.53146625,0.48505464,0.49319163,0.49956417,-0.1395631,-0.06293247,0.029890709,0.013616753,0.00087165425
SH601398,0.05386187451198757,1.0,,2026-05-22,0.0070126727,0.014025174,0.50000614,0.0056100353,0.39999756,0.0014024659,0.09999633,0.0028051035,0.2000049,0.99303615,1.005571,0.9916435,0.9988743,1.0087241,1.0152671,1.0370774,1.0070883,0.9678298,1.0004362,1.0069792,1.0128953,1.0127226,1.0011723,0.0070293825,0.009024869,0.011077777,0.0120564485,0.025104241,-0.0018538737,-0.0024189558,-0.0015172879,-0.0002644396,0.00091866375,0.17388655,0.6585451,0.6565969,0.03728343,0.40843105,0.00327156,0.0039060363,0.0015189446,-0.008888248,-0.028272856,1.0170231,1.0261592,1.0397776,1.0452434,1.0493176,0.98643035,0.98643035,0.98643035,0.9798523,0.93267804,1.0035987,1.0169029,1.0225736,1.0225736,1.0210469,0.9955289,0.99923664,1.0016358,1.0013086,0.9733915,0.6,0.3,0.15,0.2,0.4,0.4435586,0.34155744,0.2543649,0.30811113,0.5771792,0.4,0.2,0.05,0.33333334,0.45,0.8,0.9,0.95,0.033333335,0.083333336,-0.4,-0.7,-0.9,0.3,0.36666667,-0.19242252,0.4826269,-0.4355806,-0.33024293,-0.1496617,0.158434,0.045137607,-0.28357577,-0.122049235,0.06836187,0.6,0.6,0.5,0.53333336,0.51666665,0.4,0.4,0.45,0.43333334,0.43333334,0.2,0.2,0.05,0.1,0.083333336,0.3974362,0.39705893,0.37218055,0.4837905,0.5321702,0.6025638,0.60294104,0.6278194,0.5162095,0.46782982,-0.20512758,-0.20588212,-0.25563887,-0.032419007,0.064340375,1.1008356,1.2330284,1.1855097,1.1527084,1.309182,0.08768198,0.19513544,0.24569637,0.2795229,0.37949577,0.77716243,0.74404097,0.72043616,0.7419065,1.1139803,0.3175986,0.4736042,0.48600632,0.49478602,0.48818526,0.68240136,0.5263958,0.5139937,0.505214,0.5118148,-0.36480278,-0.052791603,-0.027987352,-0.010427932,-0.023629487
SH600018,0.05025639736823536,0.75,,2026-05-22,0.0019608145,0.011764677,0.16666964,0.0,0.0,0.009803863,0.8333304,0.011764677,1.0,0.998043,1.0,0.98825836,0.99301976,0.99768525,1.0,0.9652778,0.9768519,0.9803241,0.9988426,1.0,0.98564816,0.98182875,0.99035496,0.0066989684,0.005059748,0.018986218,0.01711092,0.017031234,0.0009259351,-0.00036476075,0.0027151185,0.0012125091,-0.00032024033,0.047762305,0.047639795,0.7157621,0.38915715,0.10783498,-0.0006944592,0.0016414128,-0.011441794,0.0005898958,0.01909214,1.0102324,1.0102324,1.0102324,1.0102324,1.026781,0.98371625,0.98371625,0.9505102,0.9505102,0.9505102,1.0016204,1.0030093,1.0,1.0,1.0034722,0.9951389,0.99745375,0.9620371,0.96481484,0.9768519,0.7,0.55,0.75,0.8333333,0.7,0.6141043,0.6141043,0.8286653,0.8286653,0.64887005,0.8,0.9,0.95,0.96666664,0.1,0.2,0.6,0.25,0.5,0.75,0.6,0.3,0.7,0.46666667,-0.65,0.43196577,0.17370369,0.7033679,0.47122574,0.44092622,0.74581903,0.5620193,0.48428246,0.24275494,-0.057077922,0.4,0.3,0.45,0.4,0.45,0.6,0.6,0.45,0.53333336,0.5,-0.2,-0.3,0.0,-0.13333334,-0.05,0.52777714,0.5,0.6388891,0.5641026,0.5216285,0.47222283,0.5,0.3611109,0.43589744,0.4783715,0.0555543,0.0,0.2777782,0.12820514,0.043257013,1.1181998,1.1577662,1.0813699,1.0397362,1.2831496,0.20333229,0.18468228,0.36777273,0.3729161,0.61472225,0.95880365,1.1285884,1.0411007,1.0134271,1.2813473,0.3461412,0.42648295,0.5201813,0.50993246,0.5020804,0.65385884,0.5735171,0.47981867,0.49006754,0.4979196,-0.30771762,-0.14703411,0.04036265,0.01986492,0.004160795
SH688271,0.04997094839154276,0.625,,2026-05-22,-0.03324994,0.05333331,-0.6234367,0.016666675,0.31250033,0.0034166917,0.064063,-0.046499923,-0.871874,1.0343935,1.0516335,0.9964658,1.0083423,0.9650325,0.9994,1.0075419,0.9448063,1.086133,0.98964685,0.98574734,0.98204917,0.9831476,1.004728,0.045365937,0.0325339,0.027456881,0.023088522,0.04639168,0.019737756,0.0023441494,0.00031800978,-1.1254506e-06,-0.0017958743,0.47323385,0.047589358,0.0046951193,1.84146e-07,0.4570582,-0.029122388,0.0037040084,0.014929741,0.016868701,0.04825029,1.127216,1.127216,1.127216,1.127216,1.1510514,0.94083583,0.94083583,0.94083583,0.94083583,0.93972015,1.0125815,1.0009599,1.0005999,0.99952,1.0445491,0.9615015,0.96516967,0.9638327,0.96540964,0.96786076,0.8,0.8,0.8,0.8333333,0.6333333,0.3174381,0.3174381,0.3174381,0.3174381,0.28523868,0.8,0.9,0.95,0.96666664,0.05,0.2,0.6,0.8,0.8666667,0.5,0.6,0.3,0.15,0.1,-0.45,0.91556215,0.8446007,0.44842145,0.38246667,0.05680114,0.90776503,0.8701056,0.74667895,0.7375837,0.56825596,0.4,0.3,0.45,0.5,0.43333334,0.6,0.7,0.55,0.5,0.55,-0.2,-0.4,-0.1,0.0,-0.11666667,0.5805688,0.50114423,0.490108,0.55066085,0.45620155,0.41943118,0.49885577,0.509892,0.44933918,0.54379845,0.16113763,0.002288488,-0.019783983,0.10132166,-0.08759688,0.68855417,0.51134086,0.4039017,0.339403,0.26884282,0.56310976,0.42152166,0.32118636,0.2771472,0.21250339,1.3929935,1.975151,2.4142458,2.6433275,2.9763258,0.680358,0.5989483,0.6162873,0.61522114,0.5787561,0.319642,0.40105173,0.38371268,0.38477886,0.4212439,0.360716,0.19789657,0.23257464,0.2304423,0.15751217
SH601059,0.04364674079078468,0.875,,2026-05-22,-0.0058038277,0.010446939,-0.55555296,0.002901995,0.27778426,0.0017411159,0.16666278,-0.0069647073,-0.66667444,1.0058377,1.0087566,0.9982487,1.0015575,0.96945244,0.98674357,0.9804035,0.94927955,1.037464,0.9975793,0.9931989,0.9873776,0.9857637,0.99125844,0.0143653555,0.013660477,0.012973061,0.011651089,0.023896888,0.0056484025,0.0011946539,0.0012862129,0.0006353526,-0.0006000385,0.38650808,0.070107415,0.34403998,0.23046145,0.19229825,-0.008876096,0.0014251705,0.00040341652,0.0050236625,0.026442694,1.0221381,1.0221381,1.0221381,1.0221381,1.0432799,0.96590716,0.9612813,0.9612813,0.9571313,0.94277686,1.0048416,1.002075,1.0002306,0.99561965,1.0139481,0.9945821,0.9807493,0.97659945,0.9769453,0.96772337,0.4,0.6,0.8,0.8666667,0.6166667,0.6063003,0.636226,0.636226,0.6594492,0.56936765,0.8,0.9,0.95,0.96666664,0.033333335,0.2,0.5,0.75,0.033333335,0.33333334,0.6,0.4,0.2,0.93333334,-0.3,0.8093246,0.70913863,0.7596589,0.62605083,0.47925118,0.75636613,0.6342844,0.58584565,0.6299884,0.2526294,0.6,0.5,0.5,0.5,0.43333334,0.4,0.5,0.45,0.46666667,0.53333336,0.2,0.0,0.05,0.033333335,-0.1,0.7977519,0.5672511,0.56204367,0.6047618,0.45982695,0.2022481,0.43274894,0.43795633,0.39523825,0.54017305,0.5955038,0.13450213,0.12408735,0.20952351,-0.0803461,1.2128961,0.9674872,0.75803554,0.6756139,0.7360408,0.53513074,0.4563278,0.3920761,0.35405383,0.36442184,1.3678788,1.3711803,1.5731572,1.519778,1.629833,0.5491336,0.56432444,0.5413612,0.5391063,0.5046455,0.4508664,0.43567556,0.4586388,0.46089366,0.49535447,0.098267205,0.12864888,0.08272245,0.07821266,0.009291057
SH601857,0.04305471608243721,1.0,,2026-05-22,-0.017730521,0.026595717,-0.6666683,0.002659533,0.09999854,0.006205663,0.23333317,-0.014184391,-0.53333366,1.0180506,1.0207582,0.9936823,1.0025487,1.0391763,1.0035158,1.0351582,1.1336012,0.9512808,1.0308387,1.0225515,1.044224,1.0511469,1.0717729,0.020789573,0.019142272,0.035886858,0.033220228,0.048133343,-0.010798598,0.0021460196,-0.0034134816,-0.0021903906,-0.0010788755,0.67450255,0.11521044,0.31665933,0.33692995,0.15323234,-0.009241587,-0.032208577,-0.011795941,-0.01938617,-0.039946157,1.0606438,1.0606438,1.1159081,1.1159081,1.2354883,0.9936823,0.9936823,0.9936823,0.9936823,0.9729946,1.0449021,1.0420895,1.0773481,1.081567,1.1051733,1.0152687,1.0034153,1.0087394,1.0167755,1.0307384,0.2,0.1,0.05,0.033333335,0.06666667,0.09434793,0.09434793,0.051688597,0.051688597,0.1028801,0.2,0.6,0.3,0.53333336,0.11666667,1.0,1.0,1.0,1.0,0.05,-0.8,-0.4,-0.7,-0.46666667,0.06666667,-0.48226324,-0.33742106,-0.054523654,0.073729716,0.6199573,-0.6255064,-0.09783955,-0.0034788754,-0.21073449,0.5046917,0.6,0.6,0.55,0.43333334,0.46666667,0.4,0.4,0.45,0.56666666,0.53333336,0.2,0.2,0.1,-0.13333334,-0.06666667,0.17500006,0.48401815,0.4385965,0.34278956,0.51892316,0.8249999,0.51598185,0.5614035,0.6572104,0.48107687,-0.6499999,-0.0319637,-0.122807,-0.31442088,0.03784629,1.045068,1.2049142,1.253164,1.2323066,1.9894019,0.23659033,0.26333502,0.27782905,0.34545818,1.4314493,1.2242789,1.0354787,1.213098,1.3474417,2.0029457,0.3316353,0.45946628,0.51848227,0.48840505,0.48909286,0.6683647,0.5405337,0.48151773,0.51159495,0.5109072,-0.33672938,-0.08106742,0.03696452,-0.023189925,-0.021814287
SZ002236,0.040680852148526896,0.75,,2026-05-22,0.010180993,0.028846176,0.3529408,0.005656128,0.19607894,0.013009056,0.45098028,0.01753392,0.60784215,0.9899216,1.0055991,0.9770437,0.99415654,0.9798428,1.0173602,1.036951,0.9428918,1.0593505,1.0008945,1.0024064,1.0136327,1.016479,1.0043573,0.012721676,0.015850112,0.017079623,0.027547313,0.04093726,-0.00229542,-0.0018833308,-0.00200849,-0.0005444722,-9.143533e-05,0.08139087,0.12941957,0.48400608,0.03027573,0.0015215646,0.0036962659,0.0060686194,0.005447974,-0.008584191,-0.0016600282,1.0358331,1.0380704,1.0559918,1.0851053,1.0851053,0.974244,0.974244,0.974244,0.95352197,0.915457,1.0105246,1.0178016,1.0258645,1.0356103,1.0294498,0.9927208,0.9891331,0.99899215,0.99092925,0.9685368,0.6,0.5,0.25,0.3,0.4,0.4181903,0.40353143,0.31506652,0.35322133,0.49834263,0.6,0.1,0.35,0.23333333,0.6166667,0.2,0.6,0.8,0.033333335,0.33333334,0.4,-0.5,-0.45,0.2,0.28333333,-0.06072756,0.38415512,0.11792881,0.6740728,0.635026,-0.34157392,0.02796915,0.06509454,0.50907516,0.08716387,0.6,0.5,0.45,0.5,0.48333332,0.4,0.5,0.5,0.46666667,0.48333332,0.2,0.0,-0.05,0.033333335,0.0,0.61689043,0.4525883,0.42978865,0.56359243,0.46304,0.38310957,0.5474117,0.57021135,0.43640757,0.53696,0.23378085,-0.09482341,-0.14042267,0.12718488,-0.07392002,1.1587951,1.3108803,1.2834632,1.3848752,1.1381308,0.13788918,0.21593997,0.27165148,0.45975062,0.47456735,0.46901682,0.552814,0.74094284,0.88174194,1.1126792,0.34898725,0.44273165,0.4828851,0.52365065,0.50259936,0.6510128,0.5572684,0.5171149,0.47634932,0.4974006,-0.3020255,-0.11453672,-0.034229796,0.047301333,0.005198753
SZ002142,0.033697562262144445,0.75,,2026-05-22,-0.011446749,0.014626371,-0.7826103,0.002543684,0.17391083,0.0006359381,0.04347887,-0.013354495,-0.91304225,1.0115793,1.0141524,0.9993567,1.0035928,1.0241294,1.0309117,1.0425198,0.97430545,1.003652,1.006417,1.01916,1.0345507,1.0233251,1.0083888,0.0064765657,0.015929626,0.02296897,0.028661389,0.029692834,0.0003782529,-0.0044701616,-0.0026868384,0.0009893175,0.0006281579,0.008527367,0.7218495,0.47892565,0.09233761,0.13650051,-0.007173599,0.0009557049,-0.009025685,-0.037670154,-0.026919406,1.0251534,1.0531764,1.0897985,1.0897985,1.0897985,0.9945925,0.9945925,0.9945925,0.963658,0.94249916,1.0116081,1.0275728,1.0545715,1.0455197,1.0314856,0.99994785,1.0057389,1.0135646,0.99994785,0.9793139,0.4,0.2,0.1,0.23333333,0.4,0.17694162,0.09230354,0.056797966,0.28810742,0.39036733,0.8,0.2,0.2,0.46666667,0.73333335,0.2,0.6,0.8,0.13333334,0.33333334,0.6,-0.4,-0.6,0.33333334,0.4,-0.20120442,0.36181074,0.4705614,0.64348555,0.4854472,-0.13249165,-0.09726472,0.10625448,0.3989472,0.115824774,0.4,0.4,0.45,0.5,0.46666667,0.6,0.6,0.55,0.5,0.51666665,-0.2,-0.2,-0.1,0.0,-0.05,0.30107555,0.3678933,0.40770116,0.5361203,0.49712056,0.6989244,0.63210666,0.59229887,0.46387967,0.50287944,-0.3978489,-0.26421338,-0.18459769,0.07224062,-0.005758895,1.0035219,1.0424991,1.2368261,1.1526998,1.075594,0.14709467,0.14323777,0.5054335,0.4592639,0.40644795,0.74901086,0.8340919,0.8201398,0.9671286,1.1033378,0.49023268,0.4381341,0.4663697,0.5096677,0.50740916,0.50976735,0.5618659,0.5336303,0.49033228,0.49259087,-0.019534675,-0.1237318,-0.067260645,0.019335425,0.014818264
SZ001965,0.03175637417069568,0.625,,2026-05-22,-0.0049702176,0.020874731,-0.23809732,0.00894627,0.42856935,0.006958244,0.33333334,-0.006958244,-0.33333334,1.004995,1.013986,0.993007,1.0020843,0.99324834,0.9489873,0.92948234,0.8852213,0.9594898,0.99864966,0.9886722,0.96530384,0.9429858,0.96527886,0.009943892,0.015187877,0.026611062,0.04065883,0.04338488,0.003225816,0.004405648,0.0042196624,0.004456397,-0.0005520204,0.26309127,0.7713239,0.8800332,0.9310215,0.049377978,-0.0051013003,-0.008497589,-0.005390638,-0.0076035256,0.051005766,1.0142505,1.0142505,1.0142505,1.0142505,1.0385067,0.98225063,0.94101125,0.9182519,0.8654749,0.8654749,1.0058515,1.0009003,0.9908477,0.9872468,1.0021006,0.9896474,0.9795949,0.93923485,0.9126782,0.9300825,0.6,0.8,0.9,0.93333334,0.78333336,0.5546689,0.8054247,0.8515546,0.9042144,0.7774585,0.8,0.9,0.95,0.96666664,0.3,0.2,0.1,0.35,0.13333334,0.56666666,0.6,0.8,0.6,0.8333333,-0.26666668,0.89296025,0.33808383,0.28794825,-0.19417052,0.030694561,0.91100526,0.8758912,0.7065508,0.69394195,-0.08907846,0.4,0.7,0.65,0.6666667,0.5833333,0.6,0.3,0.3,0.3,0.36666667,-0.2,0.4,0.35,0.36666667,0.21666667,0.5483868,0.72368383,0.6835939,0.6926954,0.52812505,0.4516132,0.27631617,0.31640607,0.30730462,0.47187498,0.096773624,0.44736764,0.36718783,0.3853908,0.056250043,1.0461973,1.1224252,1.077173,1.213563,1.4576207,0.30305976,0.26243737,0.2553963,0.46008402,0.700999,0.6773896,0.5994255,0.6522191,1.2516847,2.3464606,0.40448365,0.5147125,0.46488997,0.4584309,0.5034057,0.5955163,0.4852875,0.53511006,0.5415691,0.4965943,-0.1910327,0.029425018,-0.07022006,-0.08313823,0.006811381
