instrument,avg_score,pos_ratio,real_label,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
SZ300274,0.26104109396153,1.0,,2026-03-03,-0.01646951,0.042873036,-0.38414615,0.02476965,0.57774425,0.0016338745,0.038109604,-0.039605286,-0.9237808,1.0167453,1.0419297,0.99833876,1.0194205,1.0007982,1.0187377,1.0610021,1.0861186,1.2022716,0.9889279,1.002145,1.0005503,1.0310576,1.0915744,0.025669442,0.026110359,0.026081128,0.051399436,0.0773934,-0.0023188652,-0.0053171683,-0.0009166085,-0.0044727144,-0.0039163237,0.020401312,0.38014266,0.043229785,0.5868502,0.7809967,0.015709817,0.02178223,0.008157473,0.033796802,0.023957152,1.0419297,1.0586704,1.0677125,1.1732346,1.2731702,0.94411194,0.94411194,0.9376049,0.9376049,0.9376049,1.0047973,1.0258335,1.0197875,1.0782502,1.1637167,0.9663075,0.98649406,0.97165006,0.9909465,1.0097693,0.8,0.5,0.5,0.33333334,0.16666667,0.5713486,0.48785597,0.47956523,0.26480153,0.18594024,1.0,0.1,0.05,0.16666667,0.13333334,0.8,0.9,0.45,0.6333333,0.81666666,0.2,-0.8,-0.4,-0.46666667,-0.68333334,-0.12089084,-0.15870522,-0.009248257,0.11558048,0.022603175,-0.04786049,-0.05611578,0.1067734,0.15796047,0.23004596,0.6,0.6,0.5,0.46666667,0.5,0.4,0.4,0.5,0.53333336,0.5,0.2,0.2,0.0,-0.06666667,0.0,0.49685207,0.4626401,0.44092438,0.44194654,0.43050182,0.5031479,0.5373599,0.5590756,0.5580535,0.5694982,-0.006295833,-0.07471978,-0.118151225,-0.11610696,-0.13899639,0.83568716,0.7326041,0.79466736,0.80783427,0.7980037,0.2503997,0.22439323,0.2347505,0.21670172,0.21330488,0.9635882,0.8693554,0.83184683,0.8258112,1.0032622,0.6878886,0.49897113,0.5330622,0.47846738,0.50122535,0.31211138,0.5010289,0.46693778,0.52153265,0.49877468,0.37577727,-0.0020577512,0.066124424,-0.04306527,0.0024506503
SZ002028,0.24654642300033477,1.0,,2026-03-03,-0.0109989345,0.029165221,-0.37712502,0.01582223,0.54250336,0.002344056,0.08037162,-0.02447711,-0.83925676,1.0111213,1.0271194,0.9976299,1.0097752,1.0213306,0.9206929,0.86494863,0.72602487,0.63960755,1.0096442,0.9924239,0.93431777,0.90344954,0.7988134,0.022222765,0.032308962,0.06689172,0.07977155,0.12040784,-0.006285454,0.006566296,0.010185723,0.00771152,0.0063327444,0.19999407,0.3786224,0.81153464,0.7242452,0.8436731,0.002926777,-0.02197223,-0.03108215,-0.015266598,0.014370642,1.0533729,1.0533729,1.0533729,1.0533729,1.0533729,0.9595708,0.90063685,0.8135806,0.71185005,0.635323,1.0236281,1.0206746,1.002853,0.9810474,0.9200726,0.99546933,0.9649209,0.8614762,0.8515389,0.6849484,0.4,0.6,0.8,0.8666667,0.93333334,0.43100524,0.6505549,0.77742046,0.843721,0.872329,0.4,0.7,0.85,0.9,0.95,0.6,0.1,0.2,0.033333335,0.016666668,-0.2,0.6,0.65,0.8666667,0.93333334,-0.85597676,0.1458869,-0.28613934,-0.3618774,0.45890746,-0.85500276,-0.07474095,0.05725203,0.2447287,0.23416935,0.4,0.5,0.5,0.53333336,0.53333336,0.6,0.5,0.5,0.46666667,0.46666667,-0.2,0.0,0.0,0.06666667,0.06666667,0.41558474,0.6352612,0.62448555,0.6646576,0.64607483,0.58441526,0.36473882,0.37551445,0.33534238,0.35392517,-0.16883051,0.27052233,0.24897107,0.32931525,0.29214966,1.0903493,0.9656968,1.0677509,1.2644548,1.0087864,0.38709795,0.31699914,0.30059934,0.45813778,0.43684107,1.1695158,0.9071092,0.9371835,1.1989298,1.362256,0.52436805,0.46300188,0.48925495,0.509111,0.50153595,0.47563195,0.53699815,0.51074505,0.490889,0.49846408,0.048736114,-0.07399625,-0.021490071,0.018221978,0.0030718648
SZ300502,0.22338739101639632,1.0,,2026-03-03,0.0031496186,0.04325459,0.07281583,0.03485564,0.8058253,0.00524933,0.12135891,-0.026456693,-0.6116505,0.99686027,1.0347462,0.9916274,1.0167125,0.97346854,1.0208011,1.016823,1.0239401,0.89167935,0.98951316,0.98368883,1.016346,1.0199894,1.0545259,0.02725134,0.027409783,0.05572558,0.047582652,0.07491176,-0.0011771712,0.00011105149,-0.0056948136,-0.0021346936,-0.0013773125,0.0046649138,0.0001504697,0.3655257,0.15598238,0.103101455,0.012841205,0.015811464,0.037754722,0.010963724,-0.013895124,1.0347462,1.0617994,1.2349551,1.2349551,1.2349551,0.90722203,0.90722203,0.90722203,0.90722203,0.88435316,1.001936,1.001936,1.0444993,1.0449812,1.1236415,0.9857985,0.95771754,0.9695191,0.9921825,0.9950346,0.8,0.8,0.45,0.3,0.25,0.72753245,0.60020435,0.28309014,0.28309014,0.32985234,1.0,0.1,0.25,0.5,0.75,0.8,0.9,0.95,0.96666664,0.016666668,0.2,-0.8,-0.7,-0.46666667,0.73333335,-0.4579795,-0.37733907,0.47347635,0.39798212,-0.19145113,-0.7150158,-0.50416493,0.07538893,0.003128826,0.07194992,0.8,0.7,0.55,0.56666666,0.53333336,0.2,0.3,0.45,0.43333334,0.46666667,0.6,0.4,0.1,0.13333334,0.06666667,0.58148766,0.45977837,0.48776254,0.48784903,0.52986425,0.41851237,0.54022163,0.5122375,0.512151,0.47013578,0.16297528,-0.08044324,-0.024474928,-0.024301961,0.059728447,0.8716444,0.81620085,0.89159995,0.870347,0.8216007,0.21314007,0.18998744,0.24630152,0.21298598,0.21497029,0.99160635,1.070188,0.8405647,0.8377805,0.9106964,0.5544794,0.5174773,0.543436,0.4948639,0.4887872,0.44552055,0.48252273,0.45656398,0.5051361,0.51121277,0.10895888,0.03495457,0.08687202,-0.010272189,-0.02242559
SZ000157,0.192749760970546,1.0,,2026-03-03,-0.03726085,0.044310216,-0.84090877,0.0060423566,0.13636486,0.0010070095,0.022726351,-0.042296197,-0.9545473,1.038703,1.0449792,0.998954,1.0113457,1.0428772,1.0052204,0.919455,0.9278145,0.8182197,1.0334669,1.0278178,0.98874974,0.9667657,0.9179585,0.019098708,0.017363885,0.04956548,0.051581476,0.06289885,-0.007949871,0.0012933074,0.0074060936,0.0052058473,0.0032954526,0.43316382,0.05085353,0.78142595,0.7893998,0.8372295,-0.017567143,-0.0336377,-0.059107617,-0.042250495,-0.015174333,1.0627524,1.0627524,1.0627524,1.0627524,1.0627524,0.998954,0.98744035,0.8953947,0.8953947,0.8171921,1.045179,1.0432956,1.037236,1.022171,0.9815846,1.0292883,1.0108706,0.9181994,0.9173624,0.8631669,0.2,0.1,0.5,0.6666667,0.8333333,0.016395146,0.16676843,0.6250403,0.6250403,0.74445224,0.4,0.7,0.85,0.9,0.95,1.0,0.1,0.1,0.4,0.016666668,-0.6,0.6,0.75,0.5,0.93333334,-0.9449424,-0.036868572,-0.21112598,-0.15417431,0.5327301,-0.7062336,-0.06479454,0.42380455,0.25552326,0.31936836,0.2,0.5,0.45,0.43333334,0.51666665,0.8,0.5,0.55,0.53333336,0.45,-0.6,0.0,-0.1,-0.1,0.06666667,0.1524716,0.48302364,0.6323045,0.5920145,0.62687874,0.8475284,0.51697636,0.36769554,0.4079855,0.37312126,-0.6950568,-0.03395274,0.26460895,0.184029,0.25375745,0.7832837,0.7581339,0.8598347,0.8691293,0.71094674,0.12785842,0.15714177,0.28367865,0.2830858,0.30630478,1.4340311,1.1414261,1.8837339,1.9040108,1.8095862,0.45476758,0.5026989,0.48598626,0.48441994,0.5199877,0.5452324,0.4973011,0.51401377,0.51558006,0.4800123,-0.09046481,0.005397774,-0.028027482,-0.03116011,0.039975382
SZ300308,0.19059536462141374,1.0,,2026-03-03,-0.012263529,0.062648885,-0.19575015,0.049474362,0.78970855,0.00091099436,0.01454127,-0.060826898,-0.97091746,1.0124158,1.0625044,0.9990777,1.0318787,0.9826171,1.0038826,1.0461153,1.0499629,0.9294061,0.9956254,0.97671974,1.0129374,1.0293758,1.0357294,0.02775726,0.031630643,0.060476378,0.056809396,0.060183078,-0.0010959439,0.00550305,-0.0068840203,-0.0042964104,-0.00021133373,0.003897297,0.27746123,0.45350367,0.44327468,0.0037608726,0.0065665226,-0.0014834824,0.05246072,0.032922134,-0.029495012,1.0625044,1.0625044,1.16811,1.16811,1.1684991,0.9223117,0.913444,0.913444,0.913444,0.9020935,1.012606,1.0056249,1.0563504,1.0893934,1.0954221,0.9894288,0.9431135,0.95567065,0.9850434,0.98183304,0.4,0.7,0.5,0.33333334,0.28333333,0.55415356,0.5806773,0.33988038,0.33988038,0.36750907,1.0,1.0,0.25,0.5,0.33333334,0.8,0.4,0.7,0.8,0.016666668,0.2,0.6,-0.45,-0.3,0.31666666,-0.10359891,-0.033473466,0.120059766,0.12981692,-0.08486451,-0.042535663,-0.05459052,-0.04934709,0.08754821,0.16377363,0.6,0.5,0.5,0.46666667,0.51666665,0.4,0.5,0.5,0.53333336,0.48333332,0.2,0.0,0.0,-0.06666667,0.033333335,0.5491014,0.4933613,0.46677926,0.47484022,0.51902133,0.45089856,0.5066387,0.53322077,0.5251598,0.48097867,0.09820287,-0.013277406,-0.066441484,-0.05031954,0.038042635,0.8653869,0.8226885,0.9014778,0.88640594,0.83372366,0.28325096,0.22950688,0.24450034,0.23139495,0.20678517,1.0083671,0.99763596,0.9583219,0.96127516,0.9420004,0.5351322,0.5122266,0.5308424,0.50162286,0.49548435,0.46486777,0.48777342,0.46915755,0.49837714,0.50451565,0.07026447,0.024453182,0.06168489,0.0032456873,-0.009031309
SH688111,0.18819880522855234,1.0,,2026-03-03,-0.016672896,0.04582489,-0.36383933,0.027856331,0.6078865,0.0012956621,0.0282742,-0.043233566,-0.9434516,1.0169556,1.0452843,0.9986824,1.0193018,1.0187545,1.0645304,1.2083831,1.3175622,1.0818843,1.0258942,1.0465378,1.0897397,1.1323665,1.1068157,0.018781962,0.03150254,0.065923825,0.08500318,0.07622347,-0.0076965014,-0.009037385,-0.010143632,-0.009053074,0.00057341665,0.4198023,0.75440717,0.82864815,0.8790701,0.017260885,-0.010501139,-0.0058694934,0.0066248616,-0.0010969382,-0.123731464,1.0540167,1.0922352,1.2608352,1.4389659,1.4389659,0.9986824,0.9986824,0.9986824,0.9986824,0.9986824,1.0438014,1.0789055,1.1393502,1.2114986,1.1851535,1.0132818,1.018324,1.0399412,1.0510435,1.0502852,0.2,0.1,0.05,0.033333335,0.016666668,0.02381218,0.014084352,0.0050261947,0.0029926873,0.0029926873,0.6,0.3,0.15,0.033333335,0.51666665,1.0,1.0,1.0,1.0,1.0,-0.4,-0.7,-0.85,-0.96666664,-0.48333332,-0.82292855,-0.52487355,0.18225826,0.63238466,0.7216562,-0.49333248,-0.44332534,-0.26608145,-0.06371408,0.36733922,0.6,0.5,0.45,0.36666667,0.41666666,0.4,0.5,0.55,0.6333333,0.56666666,0.2,0.0,-0.1,-0.26666668,-0.15,0.3655076,0.32135472,0.25114244,0.2615433,0.46680334,0.6344924,0.6786453,0.74885756,0.7384567,0.5331967,-0.2689848,-0.3572906,-0.49771512,-0.4769134,-0.06639334,0.7973024,0.78993994,0.8193591,0.9599794,0.77261883,0.13622744,0.18711773,0.18749529,0.37079963,0.3928806,0.80656874,0.95358837,0.8035785,0.68998927,1.656816,0.4150258,0.5388326,0.5161413,0.4334595,0.5174019,0.5849742,0.46116742,0.48385867,0.56654054,0.48259816,-0.16994841,0.07766516,0.03228263,-0.13308105,0.034803707
SH688472,0.18730224240038038,1.0,,2026-03-03,-0.012802224,0.056899015,-0.22499906,0.04125184,0.725001,0.0028449506,0.05,-0.05120911,-0.9,1.0129683,1.0547551,0.9971182,1.0216569,1.0577464,1.1323944,1.2316902,1.1443663,1.2232395,1.0332395,1.0528169,1.0982043,1.1387793,1.1346127,0.028126713,0.033652503,0.061404202,0.08076843,0.06231942,-0.016901404,-0.009731112,-0.008898125,-0.0079991855,-0.0009453138,0.90270853,0.7664815,0.73496884,0.7601686,0.07017865,0.0005633757,-0.009026885,-0.013672026,-0.022791147,-0.106725916,1.084862,1.1432221,1.243576,1.3328357,1.3328357,0.99617344,0.99617344,0.99617344,0.99617344,0.99617344,1.0509859,1.0850704,1.1402817,1.2166197,1.1830986,1.0078874,1.0261972,1.0453521,1.0667605,1.0829577,0.2,0.1,0.05,0.033333335,0.016666668,0.04314581,0.026022268,0.015466844,0.011366103,0.011366103,0.2,0.1,0.05,0.06666667,0.53333336,0.8,0.9,0.95,0.96666664,0.98333335,-0.6,-0.8,-0.9,-0.9,-0.45,-0.81829894,-0.52744734,0.67129993,0.8044341,0.7442112,-0.8233566,-0.7388077,0.14818913,0.52727276,0.4160682,0.4,0.3,0.35,0.4,0.46666667,0.6,0.7,0.65,0.6,0.53333336,-0.2,-0.4,-0.3,-0.2,-0.06666667,0.18461525,0.20063683,0.31701893,0.4370006,0.44369447,0.81538475,0.79936314,0.6829811,0.5629994,0.5563055,-0.6307695,-0.59872633,-0.36596215,-0.1259988,-0.11261104,0.7954992,0.7804944,1.074616,1.3944262,1.4063988,0.19193782,0.1860382,0.41730788,0.7254186,0.61721975,0.8324337,0.87961495,1.0603552,1.2951803,1.274936,0.7071683,0.45488274,0.4086916,0.47748134,0.48564294,0.29283172,0.54511726,0.59130836,0.5225187,0.51435703,0.41433653,-0.0902345,-0.18261677,-0.04503735,-0.028714105
SZ300014,0.16920173888974308,1.0,,2026-03-03,-0.014249113,0.044828642,-0.31785735,0.02977902,0.6642856,0.0008005063,0.017857028,-0.043227628,-0.96428597,1.0144551,1.0446646,0.99918795,1.0206729,1.0472605,1.0425503,1.0683721,1.1078384,1.1643602,1.016497,1.0287929,1.0262107,1.046122,1.0895731,0.026838437,0.023279814,0.020917004,0.034845576,0.05301673,-0.013853832,-0.004970272,-5.768523e-05,-0.0027951696,-0.0026879865,0.66613984,0.41784266,0.00026619402,0.49868086,0.78402174,0.011210685,-0.006426614,-0.025662636,-0.005592021,-0.0102775395,1.0800673,1.0800673,1.0800673,1.1336608,1.1937549,0.9910588,0.9910588,0.9676778,0.9676778,0.9676778,1.0225043,1.04921,1.0425822,1.0825663,1.1380452,0.99947864,1.0076635,1.0076953,1.0120449,1.0360215,0.4,0.2,0.15,0.1,0.05,0.100453064,0.100453064,0.28759134,0.19473222,0.14297004,0.2,0.6,0.8,0.13333334,0.16666667,0.8,0.9,0.2,0.46666667,0.73333335,-0.6,-0.3,0.6,-0.33333334,-0.56666666,-0.03094587,-0.23424621,-0.14515054,0.2534393,-0.22018592,-0.2459648,0.0469464,0.28974873,0.14646356,0.30071485,0.6,0.6,0.55,0.53333336,0.5,0.4,0.4,0.45,0.46666667,0.5,0.2,0.2,0.1,0.06666667,0.0,0.23691475,0.3698016,0.4160464,0.4104236,0.42753166,0.76308525,0.63019836,0.5839536,0.5895764,0.57246834,-0.5261705,-0.26039678,-0.16790718,-0.17915282,-0.14493668,0.78866214,0.64998084,0.72817636,0.79128695,0.709935,0.27724788,0.2461503,0.2498735,0.23530284,0.23217084,1.4339385,1.387183,1.0724205,0.9215283,1.0103048,0.6297195,0.5910355,0.50906223,0.49046785,0.51339763,0.37028053,0.40896448,0.49093774,0.50953215,0.4866024,0.25943893,0.18207103,0.018124502,-0.019064313,0.026795233
SH688506,0.16507598534132362,1.0,,2026-03-03,-0.026259832,0.055118132,-0.47642818,0.023110285,0.41928646,0.005748014,0.10428536,-0.043622103,-0.7914293,1.026968,1.0507015,0.994097,1.0097536,1.1708648,1.0971172,1.14139,1.3908544,1.5565844,1.0691626,1.1192212,1.1207638,1.1637179,1.2876656,0.05476721,0.06436909,0.04712881,0.08487767,0.14552599,-0.034241688,-0.019408984,-0.0030420213,-0.0075654625,-0.007941091,0.9772577,0.8334169,0.14582084,0.61572355,0.9081949,-0.00067925,-0.03188083,-0.09186452,-0.054018606,-0.053403385,1.1676707,1.2119436,1.2119436,1.4312457,1.5654793,0.994097,0.994097,0.994097,0.994097,0.994097,1.11891,1.1702503,1.1612017,1.2258925,1.4239274,1.024809,1.0620627,1.0932195,1.1087292,1.1403388,0.2,0.1,0.05,0.033333335,0.016666668,0.034008753,0.027097171,0.027097171,0.013503476,0.0103311315,0.2,0.2,0.6,0.033333335,0.016666668,1.0,1.0,1.0,1.0,1.0,-0.8,-0.8,-0.4,-0.96666664,-0.98333335,-0.83195615,-0.25738442,-0.21716234,-0.20289212,-0.720223,-0.8307598,-0.0034440143,-0.00033913163,-0.07548991,-0.08695832,0.0,0.3,0.35,0.23333333,0.31666666,1.0,0.7,0.65,0.76666665,0.68333334,-1.0,-0.4,-0.3,-0.53333336,-0.36666667,0.0,0.32964543,0.3473859,0.22579,0.28818938,1.0,0.6703546,0.65261406,0.77421004,0.7118106,-1.0,-0.34070918,-0.30522817,-0.54842,-0.4236212,0.77111834,0.7918934,0.7357822,0.7303994,0.55266994,0.22251235,0.3194165,0.2515401,0.23281682,0.25709185,0.49014455,1.0858197,1.1482569,1.092944,1.2956928,0.7545116,0.51294905,0.533898,0.54893386,0.53742254,0.2454884,0.48705092,0.466102,0.4510661,0.46257746,0.5090232,0.025898134,0.06779597,0.097867765,0.07484506
SH601138,0.1594330806426281,1.0,,2026-03-03,-0.017191915,0.052292246,-0.32876605,0.035100333,0.67123395,0.0,0.0,-0.052292246,-1.0,1.0174927,1.0532069,1.0,1.0279622,1.0091813,1.0116296,1.0798776,1.104208,1.0922723,1.0257384,1.0171385,1.023879,1.0509665,1.0896404,0.023901448,0.019217934,0.036421623,0.050853178,0.06088072,-0.01355776,0.0005601531,-0.0026495839,-0.004357404,-0.002357647,0.80439156,0.007787741,0.18522722,0.5690116,0.45740178,0.0013772158,-0.01965915,0.001291967,0.012215802,-0.020089777,1.0667574,1.0667574,1.1414242,1.1661942,1.2392023,0.9811384,0.9811384,0.9511777,0.9511777,0.9511777,1.0478041,1.026534,1.0499464,1.1024636,1.1435959,1.0095485,1.0046519,0.9995409,1.0077735,1.0157306,0.2,0.2,0.25,0.16666667,0.083333336,0.2202966,0.2202966,0.25662652,0.22706297,0.16950732,0.4,0.7,0.1,0.13333334,0.13333334,0.8,0.9,0.4,0.6,0.8,-0.4,-0.2,-0.3,-0.46666667,-0.6666667,0.020236107,0.51116955,0.41466683,0.49842814,0.55806804,0.28661186,0.35665742,0.024409115,0.2716922,0.33634666,0.4,0.5,0.55,0.53333336,0.51666665,0.6,0.5,0.45,0.46666667,0.48333332,-0.2,0.0,0.1,0.06666667,0.033333335,0.4553574,0.46207604,0.3911592,0.4192554,0.46910545,0.54464257,0.537924,0.6088408,0.5807446,0.5308945,-0.08928517,-0.07584793,-0.21768159,-0.16148919,-0.061789095,0.84302986,0.6523681,0.79644144,0.8417558,0.8892092,0.14177938,0.23175552,0.29327112,0.2758842,0.24199592,0.8277762,1.0794271,1.2433062,1.0020281,0.9440723,0.7104083,0.58036214,0.54320204,0.49305958,0.48228282,0.2895917,0.41963786,0.45679796,0.5069404,0.5177172,0.42081657,0.16072431,0.086404085,-0.013880869,-0.035434358
