instrument,avg_score,pos_ratio,real_label,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
SH600482,0.2690168084638416,0.875,,2026-05-13,0.092661016,0.100052744,0.9261217,0.0,0.0,0.0073917275,0.07387831,0.100052744,1.0,0.9151969,1.0,0.90843207,0.9669978,0.9582051,0.97610563,0.97707766,0.7536044,0.6709866,0.9386198,0.94531024,0.94641185,0.9020871,0.84396166,0.036538057,0.02659547,0.032806065,0.07946732,0.0955795,0.009841234,-0.0009916142,0.00020048342,0.0066965166,0.0039877817,0.18136282,0.01274329,0.0013071239,0.55032915,0.53092486,0.041697722,0.05915202,0.05168359,0.0008134388,0.038398817,1.0,1.0239333,1.0473953,1.0473953,1.0473953,0.8867311,0.8867311,0.8821654,0.73159236,0.6366531,0.9538636,0.9592257,0.9658675,0.9592257,0.9423295,0.9141908,0.9239916,0.92146444,0.79079866,0.7619958,1.0,1.0,0.95,0.96666664,0.98333335,1.0,0.82556164,0.7131553,0.84992117,0.88461053,1.0,0.4,0.45,0.6333333,0.81666666,0.8,0.9,0.2,0.033333335,0.033333335,0.2,-0.5,0.25,0.6,0.78333336,0.785036,0.53831774,0.65299183,0.5699118,0.34007642,0.75987846,0.48470852,0.6286748,0.40737846,0.3463902,0.2,0.3,0.35,0.46666667,0.48333332,0.8,0.7,0.65,0.53333336,0.51666665,-0.6,-0.4,-0.3,-0.06666667,-0.033333335,0.6494785,0.5512687,0.51965547,0.6457734,0.59921837,0.35052148,0.4487313,0.48034453,0.3542266,0.40078163,0.29895702,0.102537386,0.039310925,0.29154685,0.1984367,0.7032942,0.71533096,0.81492424,0.7539659,0.7953178,0.24959707,0.19713429,0.2903589,0.26666737,0.28350407,1.5352832,1.3713089,1.055534,1.089426,0.9276539,0.5657211,0.5114745,0.52388704,0.536238,0.5158797,0.43427888,0.4885255,0.47611296,0.46376202,0.4841203,0.13144223,0.02294899,0.047774073,0.072476,0.03175936
SH601138,0.21729217009573573,0.75,,2026-05-13,0.105148196,0.10889238,0.96561575,0.0,0.0,0.0037441861,0.03438428,0.10889238,1.0,0.904856,1.0,0.9014681,0.9720739,0.8904694,0.917615,0.79777145,0.70211,0.7539118,0.9275486,0.9263039,0.8975403,0.8470246,0.8009108,0.042539734,0.0364478,0.05461726,0.08742453,0.080900654,0.020388817,0.00051367073,0.0065003373,0.009064627,0.003019591,0.5742943,0.0018207002,0.4957698,0.83317244,0.42490524,0.031673774,0.07138455,0.040706497,0.021538265,0.110011294,1.0,1.0,1.0,1.0,1.0,0.8859972,0.8715533,0.7820383,0.68220323,0.6683536,0.94357514,0.95194405,0.94518733,0.9306306,0.8881934,0.9034376,0.89265054,0.85595065,0.75052154,0.73624945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.05,0.06666667,0.45,0.6,0.5,0.95,0.93333334,0.55,0.9668939,0.57989335,0.71688193,0.7576009,0.7414476,0.9001455,0.644616,0.734449,0.69677955,0.50796866,0.6,0.6,0.6,0.6,0.53333336,0.4,0.4,0.4,0.4,0.46666667,0.2,0.2,0.2,0.2,0.06666667,0.8113209,0.6378422,0.68125796,0.69890773,0.6054235,0.18867911,0.36215785,0.31874204,0.3010923,0.39457646,0.6226418,0.2756843,0.36251596,0.39781544,0.21084706,0.621408,0.6330317,0.5825404,0.5175928,0.41221538,0.23242629,0.16103664,0.15895142,0.18254185,0.17430657,1.2929192,1.1978259,1.1508272,1.1783531,1.3789442,0.65232056,0.62322277,0.5930536,0.5838393,0.5399194,0.34767944,0.37677726,0.40694642,0.4161607,0.4600806,0.3046411,0.24644548,0.18610713,0.16767858,0.07983881
SZ000301,0.18694772589045355,1.0,,2026-05-13,-0.004654746,0.030256055,-0.15384512,0.012412725,0.41025588,0.013188584,0.435899,-0.0038788868,-0.128202,1.0046765,1.0171473,0.98674977,1.0024987,1.040629,0.97051114,0.8980996,0.82699865,0.98984265,1.0041283,1.0142201,0.9771789,0.9397881,0.9464449,0.0045080604,0.016566042,0.051661197,0.06953486,0.07907953,0.0005897935,-0.0016760011,0.007121917,0.007367076,-0.0004069955,0.04279179,0.093825854,0.66517043,0.86993504,0.008078874,-0.0053079766,-0.0066781384,-0.04483707,-0.04661068,0.06556145,1.0352845,1.0507733,1.0507733,1.0507733,1.145986,0.98674977,0.9565576,0.8589777,0.81618726,0.7849922,1.0087155,1.0338794,1.0112057,1.0074705,1.013696,1.0007863,1.0007863,0.93872863,0.86959374,0.86959374,0.2,0.2,0.55,0.7,0.65,0.27300578,0.4610957,0.73527414,0.7835623,0.59559983,0.2,0.4,0.7,0.8,0.23333333,1.0,0.1,0.1,0.033333335,0.46666667,-0.8,0.3,0.6,0.76666665,-0.23333333,-0.5877325,0.64083964,0.4914874,0.54726994,0.4715289,-0.47873333,0.19207726,0.5052266,0.5063908,0.3353785,0.6,0.8,0.75,0.73333335,0.56666666,0.4,0.2,0.25,0.26666668,0.43333334,0.2,0.6,0.5,0.46666667,0.13333334,0.14772765,0.6153846,0.6544191,0.68232054,0.50394505,0.85227233,0.38461545,0.34558085,0.3176795,0.49605495,-0.70454466,0.23076911,0.30883828,0.36464104,0.007890105,1.0769558,1.2829552,1.212164,1.1347604,1.4201769,0.31377733,0.39996865,0.41913107,0.38430095,0.6475231,1.6239227,1.1080831,1.1832411,1.1190434,1.5060564,0.3429997,0.5240651,0.48978293,0.49756277,0.49832022,0.6570003,0.4759349,0.5102171,0.50243723,0.5016798,-0.3140006,0.048130196,-0.020434162,-0.0048744637,-0.0033595343
SZ002938,0.1831620473705732,0.75,,2026-05-13,0.1154731,0.11803066,0.9783314,0.0,0.0,0.002557562,0.021668624,0.11803066,1.0,0.8964806,1.0,0.8941878,0.96264875,0.8612579,0.82069176,0.64546996,0.5783913,0.7077644,0.9125486,0.88250774,0.8190372,0.7470049,0.686473,0.05413632,0.05043189,0.091200195,0.12804109,0.11189563,0.030439539,0.011865087,0.0139568,0.01398453,0.004328963,0.79038495,0.5073911,0.8196873,0.9244826,0.45650053,0.026572306,0.06409936,0.048373196,0.0502194,0.1858226,1.0,1.0,1.0,1.0,1.0,0.8380339,0.8201277,0.6378991,0.55030245,0.55030245,0.9346158,0.910934,0.87561053,0.86669993,0.82174826,0.86867344,0.85135055,0.7095784,0.61128277,0.59523576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.05,0.06666667,0.53333336,0.8,0.6,0.95,0.93333334,0.46666667,0.3243648,0.30712762,0.038731854,0.59537536,0.61780345,0.68335706,0.56044096,0.4803132,0.48656636,0.34962228,0.6,0.5,0.6,0.6333333,0.51666665,0.4,0.5,0.4,0.36666667,0.48333332,0.2,0.0,0.2,0.26666668,0.033333335,0.92387336,0.7785693,0.78442353,0.77763194,0.6052858,0.07612664,0.22143073,0.21557647,0.22236803,0.39471418,0.84774673,0.55713856,0.56884706,0.55526394,0.21057165,1.0091784,1.0180122,1.1041934,0.977408,0.8506753,0.19246046,0.22039488,0.23260382,0.28841123,0.28423005,1.1436809,0.9548953,0.80683434,0.9370171,0.90939075,0.39044383,0.442436,0.5127211,0.5421101,0.5088767,0.6095562,0.55756396,0.48727888,0.4578899,0.4911233,-0.21911235,-0.11512795,0.025442267,0.0842202,0.01775341
SH600183,0.16650594017480883,0.875,,2026-05-13,0.10773931,0.10773931,1.0,0.0,0.0,0.0,0.0,0.10773931,1.0,0.90273947,1.0,0.90273947,0.97551143,0.85803825,0.7711801,0.64992744,0.5883402,0.68337244,0.90774953,0.8664994,0.80484116,0.7339982,0.70618755,0.05394368,0.057894953,0.08023146,0.12218343,0.09506148,0.02970838,0.017152565,0.01299947,0.013567289,0.0026616107,0.7582577,0.8046151,0.91881895,0.9555716,0.23910011,0.03283369,0.056314014,0.07166387,0.069276124,0.21529493,1.0,1.0,1.0,1.0,1.0,0.8494377,0.7857304,0.64005333,0.5436374,0.5436374,0.92728394,0.8924573,0.8706737,0.83416593,0.77925074,0.8706737,0.8139739,0.7317068,0.585898,0.62811756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.16666667,0.5833333,0.8,0.9,0.95,0.8333333,0.41666666,0.955089,0.14206105,-0.35603082,0.32960632,0.344782,0.7521944,0.6838836,0.57194877,0.23035167,0.22352238,0.8,0.7,0.75,0.73333335,0.5833333,0.0,0.2,0.2,0.23333333,0.4,0.8,0.5,0.55,0.5,0.18333334,1.0,0.93748724,0.88525724,0.8301741,0.6341757,0.0,0.06251274,0.11474276,0.16982591,0.36582428,1.0,0.87497455,0.7705145,0.6603482,0.26835147,0.70860344,0.7722318,0.8593968,0.7900007,0.71410275,0.17603545,0.16296391,0.1874641,0.21369104,0.19686896,1.461821,1.1608301,0.95868975,0.96826935,0.94202954,0.600946,0.56122166,0.52401423,0.5315159,0.52524185,0.39905402,0.4387783,0.4759858,0.4684841,0.47475818,0.20189196,0.122443356,0.048028413,0.063031785,0.050483648
SZ000408,0.16608751219165327,1.0,,2026-05-13,0.01210842,0.031770688,0.38111925,0.019662267,0.61888075,0.0,0.0,-0.007553845,-0.23776148,0.98803645,1.0194271,0.98803645,1.0048953,0.9897861,0.99055845,0.8965213,0.83944637,0.93611586,0.9704049,0.9781299,0.9596228,0.9343831,0.90449166,0.018397423,0.01605339,0.030200306,0.04484702,0.053610504,0.005795768,-0.0015014125,0.003746741,0.0046372716,0.0015803252,0.24811216,0.08018221,0.53870714,0.828628,0.26502874,0.018003553,0.028626408,0.0047831736,-0.0016235103,0.04888873,1.0194271,1.0194271,1.0194271,1.0194271,1.0194271,0.93951595,0.93951595,0.88420963,0.82811606,0.7551905,0.9782229,0.9916082,0.9875919,0.9750295,0.95209557,0.96017206,0.9653768,0.945239,0.88719636,0.8684646,1.0,1.0,1.0,1.0,1.0,0.75689185,0.75689185,0.8563274,0.8984531,0.9264786,1.0,1.0,1.0,1.0,1.0,0.4,0.7,0.05,0.033333335,0.45,0.6,0.3,0.95,0.96666664,0.55,0.86551607,-0.03290862,0.12510529,0.197479,-0.3867162,0.6801612,0.6466416,0.55001754,0.6084108,-0.0058731786,0.4,0.4,0.45,0.46666667,0.46666667,0.6,0.6,0.55,0.53333336,0.53333336,-0.2,-0.2,-0.1,-0.06666667,-0.06666667,0.5576513,0.52957445,0.6541007,0.6645026,0.53173596,0.44234872,0.47042555,0.34589928,0.33549738,0.46826404,0.11530257,0.059148934,0.30820146,0.3290052,0.06347192,0.8571526,0.74213845,0.7288439,0.70898527,0.8043621,0.09005038,0.15598723,0.13552704,0.1623732,0.27549124,0.66190505,0.7070552,0.744249,0.8442383,1.3373536,0.784011,0.6301763,0.60403943,0.53497267,0.5113777,0.215989,0.3698237,0.39596057,0.4650273,0.4886223,0.568022,0.26035264,0.20807886,0.069945395,0.022755403
SH600025,0.15078089095555688,1.0,,2026-05-13,0.003125003,0.016666662,0.18750024,0.01249995,0.74999714,0.0010417097,0.06250259,-0.008333237,-0.49999434,0.9968847,1.0124611,0.9958463,1.0026644,0.9957841,1.0033727,0.9873524,1.0666105,0.9468803,0.9986509,0.99721754,0.99776554,1.004272,1.013308,0.0017484484,0.004426988,0.010850652,0.018192023,0.04356725,0.00033726732,0.0002912785,0.00045962288,-0.0010020499,0.00012545657,0.09302141,0.039683655,0.0628,0.23513559,0.002529102,0.00067455973,0.0014717381,-0.0021319878,0.010257691,-0.017008973,1.0124611,1.0124611,1.0312693,1.0662262,1.1070303,0.98650044,0.9770937,0.9699648,0.9699648,0.9346851,1.0,1.0,1.0048903,1.0158516,1.0627319,0.99780774,0.9956155,0.9873524,0.99139965,0.9819561,0.9,0.85,0.675,0.55,0.45833334,0.520002,0.6476688,0.48993474,0.31201693,0.37897706,1.0,1.0,0.35,0.033333335,0.35,0.2,0.5,0.1,0.4,0.11666667,0.8,0.5,0.25,-0.36666667,0.23333333,0.52142364,0.0546019,0.13795301,-0.18435326,0.6037996,-0.1557402,-0.23986308,-0.05204253,0.00062791747,0.117209785,0.8,0.6,0.55,0.43333334,0.48333332,0.2,0.4,0.45,0.56666666,0.48333332,0.6,0.2,0.1,-0.13333334,0.0,0.6666667,0.46969712,0.5428573,0.36789307,0.55056185,0.33333334,0.5303029,0.4571427,0.63210696,0.44943818,0.33333334,-0.060605753,0.08571456,-0.26421386,0.101123646,0.7388007,0.67337745,0.6230024,0.5678477,0.63020694,0.16013777,0.13687892,0.12872201,0.13356999,0.25286514,0.5507078,0.5880433,0.6971626,0.6312301,1.1064025,0.78986067,0.82591987,0.6481165,0.5931269,0.53362525,0.2101393,0.17408013,0.35188344,0.40687308,0.46637475,0.5797214,0.65183973,0.2962331,0.18625383,0.067250505
SH600188,0.12942302578311093,1.0,,2026-05-13,-0.013301669,0.03895488,-0.34146345,0.016152041,0.4146346,0.009501172,0.24390197,-0.019952537,-0.51219606,1.013481,1.0298507,0.99037075,1.003604,1.1020337,0.995674,0.9296902,0.9879668,0.7351698,1.02164,1.0460594,0.9958207,0.9762369,0.9455522,0.014583968,0.043303113,0.063191,0.059918042,0.08401159,-0.008368566,-0.0051643657,0.0075961505,0.0046769246,0.003274223,0.8231722,0.13037884,0.5057603,0.47217956,0.463274,-0.004902783,-0.022819733,-0.067984134,-0.044052295,-0.042141773,1.0827731,1.1362617,1.1362617,1.1362617,1.1362617,0.99037075,0.9812206,0.87673914,0.87673914,0.7246034,1.0322212,1.1005222,1.03242,1.0310676,1.0024066,1.0103824,1.0106708,0.9371886,0.92432,0.90669787,0.2,0.1,0.55,0.7,0.78333336,0.10421014,0.121125214,0.4749523,0.4749523,0.6689932,0.2,0.3,0.65,0.76666665,0.8833333,1.0,0.1,0.15,0.43333334,0.033333335,-0.8,0.2,0.5,0.33333334,0.85,0.63805294,0.5053319,0.42517614,0.23365426,-0.16915241,-0.37990192,0.3036011,0.31416473,0.124341145,0.32194644,0.0,0.4,0.5,0.43333334,0.48333332,0.8,0.5,0.45,0.53333336,0.48333332,-0.8,-0.1,0.05,-0.1,0.0,0.0,0.5090417,0.5816964,0.5096831,0.58489543,1.0,0.49095824,0.41830364,0.4903169,0.41510457,-1.0,0.01808349,0.16339274,0.019366179,0.16979085,1.2980273,1.3929302,1.3436173,1.3399162,1.8752387,0.35467637,0.35242406,0.30017775,0.3417049,0.782795,1.6070458,1.478413,1.2546097,1.1459348,1.1444944,0.43508077,0.46756467,0.48722214,0.46482363,0.4773054,0.56491923,0.5324353,0.51277786,0.53517634,0.5226946,-0.12983847,-0.06487063,-0.025555734,-0.0703527,-0.0453892
SZ300394,0.1233033202811048,0.875,,2026-05-13,0.10436563,0.12115633,0.86141294,0.01635271,0.13497199,0.0004379875,0.0036150608,0.08845091,0.73005605,0.9054972,1.0148073,0.90510064,0.96106195,0.83598095,0.8563677,0.948993,0.85935783,0.7050951,0.90272117,0.8656497,0.90074044,0.89013296,0.86434436,0.056839243,0.055415403,0.062277798,0.058155525,0.07095795,0.030738745,0.01449556,-0.00348476,0.0008098156,0.0015156518,0.7311655,0.62722075,0.10958404,0.015027682,0.13915429,0.035801344,0.06912026,0.13236478,0.09812472,0.090943895,1.0148073,1.0148073,1.02594,1.02594,1.0284258,0.8064729,0.8064729,0.8064729,0.7885459,0.63915026,0.92439884,0.88322395,0.9501992,0.93475163,0.92550904,0.86668587,0.82189405,0.8488643,0.8388639,0.81411994,1.0,1.0,0.95,0.96666664,0.98333335,0.92892516,0.92892516,0.88180465,0.89073026,0.92697763,1.0,1.0,0.3,0.53333336,0.2,0.2,0.6,0.8,0.1,0.033333335,0.8,0.4,-0.5,0.43333334,0.16666667,0.7726101,0.767691,0.54157746,0.6454003,0.29919782,0.7473202,0.50596446,0.23770572,0.36874673,0.2844322,0.8,0.6,0.45,0.46666667,0.5,0.2,0.4,0.55,0.53333336,0.5,0.6,0.2,-0.1,-0.06666667,0.0,0.97199357,0.79104275,0.53566825,0.56563777,0.5657237,0.028006442,0.20895727,0.46433172,0.43436223,0.43427628,0.94398713,0.5820855,0.07133654,0.13127555,0.13144745,0.72556335,0.6016166,0.6288044,0.58336323,0.5546735,0.18993466,0.2131806,0.16227551,0.16442437,0.1446096,1.1916218,1.4118558,0.9198823,0.8871458,1.0159806,0.64595467,0.5696101,0.56524366,0.5636959,0.52697366,0.35404536,0.43038988,0.43475634,0.43630412,0.47302634,0.2919093,0.13922024,0.13048734,0.12739177,0.05394735
SZ000568,0.10931291276142498,1.0,,2026-05-13,-0.022048764,0.031226892,-0.7060825,0.0041143196,0.13175565,0.0050638095,0.16216181,-0.021099273,-0.6756764,1.0225458,1.026753,0.994822,1.0032095,1.0607356,1.1071212,1.1058279,1.0992455,1.36246,1.0376921,1.058987,1.0790951,1.0948306,1.1384643,0.026785916,0.029973783,0.0303828,0.03428452,0.07005459,-0.016666861,-0.009014542,-0.0043841647,-0.0034868252,-0.0034752293,0.96790934,0.8291168,0.7287627,0.801615,0.7505741,-0.0043583545,-0.018421536,-0.037445612,-0.04427168,-0.03594504,1.0825244,1.1111137,1.1198512,1.1704445,1.3798282,0.994822,0.994822,0.994822,0.994822,0.994822,1.0553848,1.0812314,1.1053946,1.120583,1.1678551,1.0179508,1.0408201,1.0590097,1.0775621,1.0905097,0.2,0.1,0.05,0.033333335,0.016666668,0.05904034,0.044525784,0.041414145,0.02948357,0.013449073,0.2,0.3,0.15,0.1,0.016666668,1.0,1.0,1.0,1.0,1.0,-0.8,-0.7,-0.85,-0.9,-0.98333335,-0.48384798,-0.30315465,-0.43810987,-0.5550276,0.24260594,-0.36101007,0.14704171,0.06874582,0.012212222,-0.08576802,0.2,0.2,0.25,0.3,0.31666666,0.8,0.8,0.75,0.7,0.68333334,-0.6,-0.6,-0.5,-0.4,-0.36666667,0.10181551,0.15591754,0.26246372,0.36094227,0.2754628,0.8981845,0.8440825,0.73753625,0.6390577,0.7245372,-0.796369,-0.6881649,-0.47507256,-0.27811542,-0.4490744,0.9050159,0.9133185,0.7878524,0.71089566,0.745089,0.21912508,0.32305256,0.28813982,0.27114356,0.27393207,0.6836544,0.6513971,0.9258435,0.8883437,0.9901299,0.32768318,0.51106006,0.524571,0.5288911,0.46611625,0.67231685,0.48893994,0.475429,0.4711089,0.53388375,-0.34463367,0.022120103,0.049142025,0.057782173,-0.067767486
