instrument,avg_score,pos_ratio,real_label,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
SZ002384,0.3613976235749309,0.625,,2026-04-08,0.0,8.340456e-05,0.0,0.0,0.0,8.340456e-05,1.0,8.340456e-05,1.0,1.0,1.0,0.9999166,0.9999999,0.86147773,0.89667195,0.9011812,0.65807706,0.70602924,0.92522764,0.8991575,0.9089454,0.86346877,0.75142884,0.043752756,0.041841578,0.040075414,0.08166855,0.12770045,0.020499542,0.00946285,-0.00031377925,0.0067157475,0.006279011,0.5488043,0.46885577,0.0021456578,0.5240597,0.73739034,0.03377326,0.05825964,0.09403552,0.0391529,0.06334033,1.0,1.0,1.0049206,1.0049206,1.0049206,0.8716507,0.82419854,0.82419854,0.6550798,0.5602543,0.9375566,0.9116691,0.9264309,0.9163411,0.8975738,0.9044257,0.86815584,0.8753222,0.7920659,0.63502485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9727723,0.9859346,0.98893404,1.0,1.0,0.2,0.46666667,0.73333335,0.2,0.3,0.65,0.033333335,0.38333333,0.8,0.7,-0.45,0.43333334,0.35,-0.7625337,-0.6879753,-0.1407785,-0.175795,0.43418023,0.07265652,-0.017213186,-0.17684041,0.12323226,0.051395316,0.6,0.5,0.55,0.6333333,0.6,0.4,0.5,0.45,0.36666667,0.4,0.2,0.0,0.1,0.26666668,0.2,0.8296948,0.674557,0.5685972,0.6697017,0.59983116,0.1703052,0.32544306,0.43140277,0.33029833,0.4001688,0.6593896,0.34911388,0.13719444,0.33940333,0.19966236,2.1134102,2.4306111,3.2033508,3.3739166,2.7969778,0.78199655,0.69753385,1.0787553,1.0141765,0.9932748,0.60791785,0.65315646,0.7542998,0.82698035,0.98546463,0.32616726,0.34236848,0.39855447,0.4712171,0.4912755,0.6738327,0.6576315,0.60144556,0.5287829,0.5087245,-0.34766546,-0.31526303,-0.20289108,-0.05756582,-0.01744905
SZ300502,0.1833005849399816,0.875,,2026-04-08,0.055567272,0.06926966,0.8021878,0.0010523859,0.015192596,0.012649998,0.18261962,0.06716488,0.9696148,0.9473579,1.000997,0.93537384,0.97305506,0.8830307,0.93319994,0.79228294,0.7418933,0.85070753,0.9266559,0.9183285,0.88243216,0.84384793,0.81547636,0.042200696,0.034067314,0.06583136,0.0783626,0.06713701,0.018546533,0.003192267,0.008466866,0.007825519,0.002175672,0.48286563,0.08048853,0.57895887,0.7728768,0.3203042,0.036251053,0.067306295,0.03713264,0.042682074,0.12034132,1.000997,1.000997,1.000997,1.000997,1.000997,0.87974083,0.8667994,0.74181384,0.69140595,0.69140595,0.93475527,0.9246653,0.92139524,0.9153499,0.88485307,0.9047618,0.8922706,0.8163299,0.76498467,0.7635336,1.0,1.0,1.0,1.0,1.0,0.99177784,0.99257076,0.99615335,0.9967797,0.9967797,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.15,0.13333334,0.56666666,0.2,0.5,0.85,0.8666667,0.43333334,0.893921,0.78874856,0.052959822,-0.110721625,-0.043782476,0.8009524,0.7075157,0.68052983,0.47042874,0.2963978,0.8,0.6,0.6,0.6333333,0.55,0.2,0.4,0.4,0.36666667,0.45,0.6,0.2,0.2,0.26666668,0.1,0.8455476,0.61288726,0.6544681,0.63590974,0.54503363,0.15445241,0.38711274,0.34553188,0.3640903,0.45496637,0.6910952,0.22577454,0.30893627,0.2718194,0.09006728,0.69055045,0.69894564,0.8534579,0.8901502,0.9097813,0.19703388,0.17507307,0.25512892,0.2554307,0.24373518,1.2060032,1.0304447,0.9915818,0.9784695,0.9381783,0.6940621,0.5410485,0.51377577,0.5007143,0.50936824,0.30593792,0.45895147,0.48622426,0.49928573,0.49063173,0.38812417,0.08209703,0.027551498,0.0014285546,0.018736538
SZ002463,0.17512787008078715,0.875,,2026-04-08,0.060151316,0.06607817,0.9103054,0.0,0.0,0.0059268572,0.089694634,0.06607817,1.0,0.94326156,1.0,0.937671,0.97352475,0.9036605,0.97881556,0.9117377,0.8607042,0.90340346,0.93345815,0.9393509,0.9623949,0.95219004,0.90040326,0.040185083,0.03348392,0.048775494,0.04918387,0.06660166,0.011565155,-0.0022467182,-0.0028416952,0.00013978577,0.0023997775,0.2070681,0.041270155,0.11880089,0.0006260114,0.39597863,0.04341152,0.07075935,0.0646012,0.04578307,0.028803311,1.0,1.0157076,1.1176332,1.1176332,1.1176332,0.8960465,0.8960465,0.8923648,0.82668936,0.7729287,0.95450306,0.96368176,1.0005507,0.99885446,0.96049494,0.9076918,0.9076918,0.908918,0.9076918,0.8320593,1.0,1.0,0.8,0.8333333,0.9166667,1.0,0.8687324,0.47780874,0.5956842,0.6587419,1.0,0.1,0.3,0.53333336,0.76666665,0.8,0.9,0.1,0.3,0.38333333,0.2,-0.8,0.2,0.23333333,0.38333333,0.9962647,0.7629849,0.82630336,0.7322451,0.6573958,0.92946035,0.5801683,0.5680265,0.456359,0.31940037,0.8,0.6,0.6,0.53333336,0.5,0.2,0.4,0.4,0.46666667,0.5,0.6,0.2,0.2,0.06666667,0.0,0.7864628,0.5368314,0.5698269,0.57258743,0.5305426,0.2135372,0.46316862,0.43017313,0.42741257,0.46945742,0.57292557,0.07366274,0.13965376,0.14517485,0.06108517,0.63925,0.6726295,0.87906194,0.8855911,0.7804685,0.21213144,0.19072968,0.35837469,0.33285087,0.29097936,1.3664641,1.24882,0.9460265,1.0311487,1.0938531,0.76324886,0.56951755,0.54065746,0.5234757,0.5088279,0.23675117,0.43048245,0.4593425,0.4765243,0.49117208,0.52649766,0.13903508,0.08131496,0.046951436,0.017655833
SZ002371,0.1722826372099001,0.875,,2026-04-08,0.061739147,0.066292904,0.9313085,0.004553757,0.06869147,0.0,0.0,0.05718539,0.8626171,0.9418509,1.0042889,0.9418509,0.97892356,0.9634045,0.9569398,0.984958,1.0503259,1.0226948,0.9496274,0.9660271,0.97481954,0.9845795,1.0226536,0.036146324,0.03310961,0.027308503,0.032730725,0.05166873,0.002797807,-0.004935306,-0.0022094413,-0.0022600754,-0.002521805,0.014977774,0.20367213,0.22910637,0.36951867,0.7265529,0.04477701,0.05618178,0.046170164,0.048191596,0.05173963,1.0042889,1.012998,1.021639,1.0769439,1.1509118,0.9100623,0.9100623,0.9100623,0.9100623,0.9100623,0.9768085,1.0000948,0.9973621,1.0041285,1.0723239,0.91809154,0.9390282,0.95760995,0.9615709,0.976147,1.0,0.8,0.85,0.7,0.36666667,0.9544825,0.8737267,0.8060618,0.5389313,0.37341866,1.0,0.4,0.4,0.033333335,0.15,0.8,0.9,0.95,0.96666664,0.98333335,0.2,-0.5,-0.55,-0.93333334,-0.8333333,0.8271375,0.65764713,0.4609133,0.3304142,0.54904675,0.88292694,0.8695392,0.78186905,0.53373754,0.42642105,0.4,0.5,0.4,0.4,0.45,0.6,0.5,0.6,0.6,0.55,-0.2,0.0,-0.2,-0.2,-0.1,0.6214958,0.56540334,0.5162462,0.46251073,0.49064517,0.3785042,0.43459663,0.4837538,0.53748924,0.5093548,0.24299163,0.13080674,0.032492418,-0.074978516,-0.018709688,0.5536211,0.5281515,0.49325678,0.50159883,0.5883658,0.2605273,0.18539551,0.14333144,0.13162266,0.19953991,1.5354357,1.2110139,1.4438775,1.303498,1.241393,0.753108,0.6921294,0.614152,0.5624844,0.5112519,0.24689199,0.30787063,0.38584802,0.43751562,0.48874804,0.50621605,0.38425875,0.228304,0.12496879,0.02250389
SH600115,0.1690305476103069,0.875,,2026-04-08,0.017467268,0.019650675,0.8888889,0.0,0.0,0.0021834085,0.11111111,0.019650675,1.0,0.9828326,1.0,0.98068666,0.9966153,0.9117647,0.8978328,1.0433437,1.2445819,1.2987616,0.94891644,0.93900925,0.95479876,1.0189886,1.1508514,0.03772774,0.028226446,0.04625622,0.109175,0.1594916,0.0021671744,0.0026456534,-0.0040689954,-0.010721235,-0.007944114,0.008249092,0.080531344,0.2708333,0.747386,0.756685,0.046749238,0.04908528,0.0838567,0.13646926,0.08349998,1.0,1.0,1.0581601,1.2833161,1.391086,0.899483,0.8991032,0.86317784,0.86317784,0.86317784,0.98018575,0.9479876,1.0052631,1.1037152,1.3058823,0.91888547,0.91919506,0.91919506,0.92941177,0.96965945,1.0,1.0,0.7,0.46666667,0.23333333,1.0,1.0,0.7017159,0.32565984,0.25917798,1.0,1.0,0.05,0.06666667,0.18333334,0.8,0.4,0.45,0.6333333,0.81666666,0.2,0.6,-0.4,-0.56666666,-0.6333333,0.7736325,0.6244553,0.2550446,-0.22313125,-0.49543816,0.9649829,0.91612685,0.4291656,0.107324734,0.006443842,0.4,0.4,0.35,0.33333334,0.38333333,0.6,0.5,0.6,0.6333333,0.6,-0.2,-0.1,-0.25,-0.3,-0.21666667,0.70212764,0.66666657,0.4602273,0.34865907,0.40904808,0.2978724,0.3333334,0.5397727,0.65134096,0.5909519,0.40425524,0.33333316,-0.0795454,-0.30268186,-0.18190387,0.8987491,0.90411246,1.0025051,0.9948111,0.8333566,0.32726654,0.30000934,0.28679043,0.36267993,0.34260917,0.882925,1.057048,1.0339278,1.0954177,1.2147034,0.5833223,0.47123167,0.47851515,0.52182704,0.5070594,0.4166777,0.52876836,0.52148485,0.47817293,0.4929406,0.16664457,-0.05753668,-0.042969733,0.043654125,0.014118793
SZ300418,0.16158421441889004,0.875,,2026-04-08,0.06938774,0.07122451,0.9742116,0.00020411653,0.0028658186,0.0016326511,0.022922602,0.07081628,0.99426836,0.9351145,1.0001909,0.9335878,0.97476256,0.93508697,0.92268896,1.0713713,1.2022817,0.83528966,0.935219,0.94788575,0.96389717,0.99654144,1.0337569,0.050213393,0.037757806,0.043207806,0.06703088,0.09270575,0.003497852,-0.004468669,-0.0035533968,-0.005800177,-0.0019486037,0.012131198,0.12839684,0.23671786,0.5802757,0.13475147,0.05778531,0.072223276,0.069860116,0.08756112,0.02372698,1.0001909,1.0110363,1.081299,1.1906486,1.375716,0.8803376,0.8803376,0.8803376,0.8803376,0.82305807,0.98167163,0.97693866,1.0024797,1.0478575,1.1193514,0.89809084,0.9098195,0.92649794,0.9488521,0.96248525,1.0,1.0,0.8,0.6,0.35,0.9984074,0.9155597,0.59544975,0.385621,0.3201654,1.0,0.1,0.35,0.1,0.1,0.6,0.8,0.9,0.93333334,0.016666668,0.4,-0.7,-0.55,-0.8333333,0.083333336,0.84045726,0.7274884,0.61259913,0.69980586,0.73008126,0.81956893,0.6878603,0.6839348,0.6270958,0.5727473,0.6,0.5,0.4,0.43333334,0.46666667,0.4,0.5,0.6,0.56666666,0.53333336,0.2,0.0,-0.2,-0.13333334,-0.06666667,0.63121784,0.61036336,0.45182025,0.41398385,0.5308276,0.3687822,0.38963667,0.54817975,0.5860161,0.4691724,0.26243564,0.22072668,-0.096359484,-0.17203228,0.061655197,0.6476277,0.6365482,0.69704396,0.7838097,1.1021868,0.24103238,0.18195175,0.29198343,0.33417964,0.5655217,0.9987424,1.160786,1.1583645,1.085082,1.4941845,0.73357123,0.55803347,0.49878868,0.46166268,0.49877074,0.26642874,0.4419665,0.5012113,0.53833735,0.5012292,0.46714252,0.11606698,-0.0024226236,-0.07667466,-0.0024584963
SZ002938,0.14886735942240628,0.875,,2026-04-08,0.0435197,0.046382964,0.9382691,0.0022905732,0.049383935,0.00057268905,0.012346971,0.041801818,0.9012321,0.9582953,1.002195,0.95774645,0.9844667,0.95435756,0.9144403,0.9604008,1.0693384,0.9484733,0.95493007,0.9436069,0.94852895,0.97068495,1.0024598,0.033012215,0.026898092,0.029320585,0.05494132,0.06263065,0.0038485944,0.0042967815,-0.0008189611,-0.003929232,-0.0015903839,0.033977773,0.2339134,0.02730545,0.39638647,0.19666626,0.037372768,0.037057586,0.059251156,0.08628893,0.04445658,1.002195,1.002195,1.014721,1.1579169,1.1702793,0.9147871,0.878051,0.878051,0.878051,0.878051,0.9844784,0.95960563,0.9753817,1.0008588,1.0669211,0.93139315,0.9257952,0.9257952,0.9297074,0.9480916,1.0,1.0,0.95,0.8,0.56666666,0.9748874,0.9823186,0.8922877,0.43574077,0.4173074,1.0,1.0,0.3,0.06666667,0.35,0.8,0.4,0.7,0.8,0.9,0.2,0.6,-0.4,-0.73333335,-0.55,0.895256,0.7720749,0.6393332,0.50884545,0.512428,0.70572066,0.7137108,0.53633887,0.3959839,0.41677648,0.6,0.6,0.5,0.46666667,0.5,0.4,0.4,0.5,0.53333336,0.5,0.2,0.2,0.0,-0.06666667,0.0,0.65648836,0.68654627,0.5357861,0.46358168,0.51388174,0.3435116,0.31345376,0.46421394,0.5364183,0.48611826,0.31297675,0.37309247,0.07157214,-0.07283663,0.027763491,0.7008323,0.68332356,0.72546035,0.7407002,0.87235254,0.20605175,0.22548392,0.23963104,0.22214773,0.2885782,1.1509022,1.1455752,0.95929295,0.82025206,0.9712446,0.44600466,0.6291446,0.5518169,0.50404286,0.5015309,0.5539954,0.3708554,0.44818312,0.49595714,0.49846914,-0.107990704,0.25828925,0.10363377,0.008085728,0.0030617127
SZ000938,0.1365905269835324,0.875,,2026-04-08,0.023597632,0.025918763,0.9104459,0.0011605264,0.04477553,0.0011606051,0.044778567,0.02359771,0.91044897,0.97694635,1.0011338,0.97581255,0.9895043,0.94103324,0.9713107,0.9418273,0.96220624,0.9542664,0.9576858,0.9572994,0.96569186,0.95479745,0.9650196,0.03091446,0.02576283,0.026727537,0.0317927,0.033811495,0.012354433,2.9836094e-05,-0.0011366153,0.0009003704,-0.00066690333,0.39926597,1.2294426e-05,0.06329613,0.0621569,0.11865795,0.017605318,0.042566337,0.045106,0.03214717,0.054654047,1.0011338,1.009053,1.0487617,1.0487617,1.069538,0.90781695,0.9013571,0.9013571,0.877917,0.877917,0.97459245,0.973682,0.99426216,0.9824687,0.9958289,0.9427377,0.9404298,0.94802034,0.9226022,0.94013345,1.0,1.0,0.9,0.93333334,0.8333333,0.9878503,0.9159389,0.66919804,0.7145846,0.6371068,1.0,0.1,0.1,0.4,0.16666667,0.4,0.4,0.7,0.3,0.65,0.6,-0.3,-0.6,0.1,-0.48333332,0.64103407,0.5971169,0.7650618,0.69610745,0.6332037,0.7467196,0.7397921,0.76068985,0.6154839,0.6283094,0.6,0.5,0.5,0.53333336,0.46666667,0.4,0.5,0.5,0.46666667,0.53333336,0.2,0.0,0.0,0.06666667,-0.06666667,0.6653801,0.55457103,0.5526492,0.5260204,0.51989865,0.33461988,0.445429,0.4473508,0.47397962,0.48010135,0.3307602,0.10914202,0.105298385,0.05204076,0.039797287,0.8191942,0.76634693,0.8435782,0.7067015,0.6285341,0.24431615,0.18233378,0.30720618,0.32173982,0.29426396,0.74014413,0.9181886,0.92819405,1.0752231,1.2240176,0.60177577,0.5510705,0.5446207,0.5479304,0.521636,0.39822423,0.4489295,0.4553793,0.4520696,0.478364,0.20355152,0.102141015,0.08924137,0.09586079,0.043272007
SZ300308,0.1270871940605932,0.75,,2026-04-08,0.052958578,0.06925466,0.7646934,0.00018364041,0.0026516689,0.016112441,0.23265497,0.068887375,0.9946967,0.94970495,1.0001744,0.9344029,0.9701837,0.827461,0.8765514,0.79489714,0.80506814,0.90607965,0.9004155,0.8860331,0.8576275,0.8391942,0.8458588,0.05901528,0.047568657,0.051868908,0.05135198,0.048521288,0.030527297,0.0055378936,0.0063983425,0.00419094,-0.00021420911,0.66894084,0.12423926,0.53258485,0.5161907,0.005944441,0.03852992,0.08904635,0.08158826,0.10003717,0.16046034,1.0001744,1.0001744,1.0001744,1.0001744,1.0001744,0.84094864,0.8065206,0.76293945,0.735315,0.735315,0.9202376,0.9028749,0.8899925,0.87751895,0.88989073,0.86885786,0.8539888,0.814217,0.79196674,0.8030339,1.0,1.0,1.0,1.0,1.0,0.99890465,0.9990994,0.99926484,0.99934155,0.99934155,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.15,0.3,0.65,0.6,0.5,0.85,0.7,0.35,0.88633275,0.7881281,0.42036676,0.19831967,0.18837743,0.7828834,0.67895275,0.6664015,0.44831136,0.26115748,0.8,0.5,0.55,0.53333336,0.48333332,0.2,0.5,0.45,0.46666667,0.51666665,0.6,0.0,0.1,0.06666667,-0.033333335,0.8746173,0.6750312,0.6719638,0.61086065,0.5282777,0.12538272,0.3249688,0.32803622,0.38913938,0.47172233,0.74923456,0.35006237,0.34392756,0.22172125,0.05655533,0.6850957,0.668591,0.7343802,0.7589279,0.81771404,0.2040285,0.15987931,0.21097206,0.21221022,0.21741278,0.97574246,0.99793017,0.9825193,0.90465647,0.9172947,0.6669076,0.58947533,0.5410269,0.50853664,0.5095569,0.33309236,0.41052464,0.45897308,0.4914634,0.4904431,0.33381525,0.1789507,0.08205384,0.017073227,0.019113757
SH688981,0.12257693896151091,0.875,,2026-04-08,0.021813719,0.025449404,0.8571406,0.0036356864,0.14285938,0.0,0.0,0.018178033,0.71428126,0.97865194,1.003558,0.97865194,0.9903543,0.9295315,0.98092514,1.0602885,1.1446927,1.2843447,0.94506824,0.9511366,0.9928741,1.0246788,1.1155993,0.03564174,0.02852191,0.05304115,0.06739122,0.11081541,0.011978636,-0.0019359449,-0.007691943,-0.007007699,-0.006140831,0.2823819,0.042231858,0.7360619,0.8380038,0.93659914,0.030974507,0.057575144,0.080199346,0.07693282,0.06555522,1.003558,1.003558,1.090334,1.1612967,1.3310931,0.90136397,0.90136397,0.90136397,0.90136397,0.90136397,0.9616526,0.96855116,1.048982,1.0623245,1.2299862,0.9183238,0.9278514,0.94670886,0.9564143,1.0079067,1.0,1.0,0.6,0.4,0.2,0.9651832,0.9651832,0.52196634,0.37946758,0.22953074,1.0,1.0,0.2,0.033333335,0.05,0.8,0.9,0.95,0.96666664,0.98333335,0.2,0.1,-0.75,-0.93333334,-0.93333334,0.8865607,0.66364896,0.13469729,0.02578095,0.6983317,0.66946477,0.6149041,0.36882338,0.19337353,0.28053138,0.6,0.5,0.45,0.43333334,0.43333334,0.4,0.5,0.55,0.56666666,0.56666666,0.2,0.0,-0.1,-0.13333334,-0.13333334,0.719655,0.5399584,0.42550075,0.36891112,0.37806222,0.28034502,0.46004155,0.57449925,0.63108885,0.62193775,0.43930998,0.079916894,-0.14899851,-0.26217774,-0.24387556,0.67519265,0.6199716,0.6308504,0.63483155,0.8208083,0.24221182,0.17335549,0.15296602,0.14602882,0.31294602,0.7888449,0.9556173,0.9951111,1.0360144,1.07542,0.7673077,0.6709134,0.5831346,0.5635334,0.4687038,0.23269233,0.32908657,0.41686538,0.43646654,0.5312962,0.53461534,0.34182686,0.16626921,0.1270669,-0.062592365
